source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	comment[fraction identifier]	comment[technical replicate]	factor value[cell line]
PXD001305-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 30	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_0-6_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_0-6_02.raw	1	1	HeLa
PXD001305-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_1-2_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_1-2_02.raw	2	1	HeLa
PXD001305-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_2-4_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_2-4_02.raw	3	1	HeLa
PXD001305-Sample-5	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	5	cell line	run 31	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_0-6_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_0-6_03.raw	1	1	HeLa
PXD001305-Sample-5	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	5	cell line	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_1-2_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_1-2_03.raw	2	1	HeLa
PXD001305-Sample-5	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	5	cell line	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_2-4_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_2-4_03.raw	3	1	HeLa
PXD001305-Sample-6	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	6	cell line	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_0-6_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_0-6_01.raw	1	1	HeLa
PXD001305-Sample-6	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	6	cell line	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_1-2_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_1-2_01.raw	2	1	HeLa
PXD001305-Sample-6	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	6	cell line	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_2-4_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_2-4_01.raw	3	1	HeLa
PXD001305-Sample-6	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	6	cell line	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_0-6_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_0-6_01.raw	4	1	HeLa
PXD001305-Sample-6	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	6	cell line	run 50	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_1-2_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_1-2_01.raw	5	1	HeLa
PXD001305-Sample-6	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	6	cell line	run 53	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_2-4_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_2-4_01.raw	6	1	HeLa
PXD001305-Sample-7	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	7	cell line	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_0-6_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_0-6_02.raw	1	1	HeLa
PXD001305-Sample-7	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	7	cell line	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_1-2_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_1-2_02.raw	2	1	HeLa
PXD001305-Sample-7	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	7	cell line	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_2-4_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_2-4_02.raw	3	1	HeLa
PXD001305-Sample-7	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	7	cell line	run 48	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_0-6_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_0-6_02.raw	4	1	HeLa
PXD001305-Sample-7	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	7	cell line	run 51	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_1-2_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_1-2_02.raw	5	1	HeLa
PXD001305-Sample-7	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	7	cell line	run 54	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_2-4_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_2-4_02.raw	6	1	HeLa
PXD001305-Sample-8	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	8	cell line	run 40	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_0-6_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_0-6_03.raw	1	1	HeLa
PXD001305-Sample-8	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	8	cell line	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_1-2_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_1-2_03.raw	2	1	HeLa
PXD001305-Sample-8	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	8	cell line	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_2-4_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140515_QE3_UPLC9_RJC_DEV_ASMS_Exp9_2-4_03.raw	3	1	HeLa
PXD001305-Sample-8	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	8	cell line	run 49	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_0-6_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_0-6_03.raw	4	1	HeLa
PXD001305-Sample-8	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	8	cell line	run 52	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_1-2_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_1-2_03.raw	5	1	HeLa
PXD001305-Sample-8	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	8	cell line	run 55	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_2-4_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140527_QE7_UPLC9_RJC_DEV_ASMS_Exp9_2-4_03.raw	6	1	HeLa
PXD001305-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 56	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_01.raw	1	1	HeLa
PXD001305-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 57	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_02.raw	1	1	HeLa
PXD001305-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 58	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_03.raw	1	1	HeLa
PXD001305-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 59	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_01.raw	1	1	HeLa
PXD001305-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 60	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_02.raw	1	1	HeLa
PXD001305-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 61	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_03.raw	1	1	HeLa
PXD001305-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 62	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ug_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ug_01.raw	1	1	HeLa
