source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	"	comment[proteomics data acquisition method]"	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[collision energy]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 38	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161823	QExHF03701.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03701.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 39	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161824	QExHF03703.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03703.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 40	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161825	QExHF03705.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03705.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 41	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161826	QExHF03707.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03707.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 42	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161827	QExHF03709.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03709.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 43	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161828	QExHF03713.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03713.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 44	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161829	QExHF03715.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03715.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 45	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161830	QExHF03717.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03717.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 46	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161831	QExHF03719.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03719.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 47	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161832	QExHF03721.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03721.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 48	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161833	QExHF03723.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03723.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 49	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161834	QExHF03727.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03727.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 50	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161835	QExHF03729.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03729.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 51	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161836	QExHF03731.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03731.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 52	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161837	QExHF03733.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03733.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 53	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161838	QExHF03735.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03735.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
PXD010690-Sample-1	Homo sapiens	Brain	not available	not available	not applicable	not available	not available	not available	1	whole organism	run 54	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161839	QExHF03737.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2018/09/PXD010690/QExHF03737.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	HCD	24% NCE	27% NCE	30% NCE	5 ppm	0.5 Da	not available
