source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[compound]	factor value[duration]
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 101	3544_GE1_041566_S00_U5_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GE1_041566_S00_U5_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 102	3544_GF1_041566_S00_U6_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GF1_041566_S00_U6_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 103	3544_GG1_041566_S00_U7_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GG1_041566_S00_U7_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 104	3544_GH1_041566_S00_U8_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GH1_041566_S00_U8_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 105	3544_GH2_041566_S00_U9_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GH2_041566_S00_U9_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 106	3544_GG2_041566_S00_U10_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GG2_041566_S00_U10_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 107	3544_GF2_041566_S00_U11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GF2_041566_S00_U11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 108	3544_GE2_041566_S00_U12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GE2_041566_S00_U12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 109	3544_GD2_041566_S00_U13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GD2_041566_S00_U13_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 110	3544_GC2_041566_S00_U14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GC2_041566_S00_U14_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 111	3544_GB2_041566_S00_U15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GB2_041566_S00_U15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 112	3544_GA2_041566_S00_U16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GA2_041566_S00_U16_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 113	3544_GA3_041566_S00_U17_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GA3_041566_S00_U17_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 114	3544_GB3_041566_S00_U18_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GB3_041566_S00_U18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 115	3544_GC3_041566_S00_U19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GC3_041566_S00_U19_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 116	3544_GD3_041566_S00_U20_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GD3_041566_S00_U20_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 117	3544_GE3_041566_S00_U21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GE3_041566_S00_U21_R1.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 118	3544_GF3_041566_S00_U22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GF3_041566_S00_U22_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 119	3544_GG3_041566_S00_U23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GG3_041566_S00_U23_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 120	3544_GH3_041566_S00_U24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GH3_041566_S00_U24_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 121	3544_GH4_041566_S00_U25_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GH4_041566_S00_U25_R1.raw	1	25	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 122	3544_GG4_041566_S00_U26_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GG4_041566_S00_U26_R1.raw	1	26	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 123	3544_GF4_041566_S00_U27_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GF4_041566_S00_U27_R1.raw	1	27	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 124	3544_GE4_041566_S00_U28_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GE4_041566_S00_U28_R1.raw	1	28	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 125	3544_GD4_041566_S00_U29_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GD4_041566_S00_U29_R1.raw	1	29	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 126	3544_GC4_041566_S00_U30_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GC4_041566_S00_U30_R1.raw	1	30	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 127	3544_GB4_041566_S00_U31_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GB4_041566_S00_U31_R1.raw	1	31	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 128	3544_GA4_041566_S00_U32_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GA4_041566_S00_U32_R1.raw	1	32	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 129	3544_GA5_041566_S00_U33_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GA5_041566_S00_U33_R1.raw	1	33	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 130	3544_GB5_041566_S00_U34_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GB5_041566_S00_U34_R1.raw	1	34	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 131	3544_GC5_041566_S00_U35_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GC5_041566_S00_U35_R1.raw	1	35	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 132	3544_GD5_041566_S00_U36_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GD5_041566_S00_U36_R1.raw	1	36	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 133	3544_GE5_041566_S00_U37_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GE5_041566_S00_U37_R1.raw	1	37	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 134	3544_GF5_041566_S00_U38_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GF5_041566_S00_U38_R1.raw	1	38	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 135	3544_GG5_041566_S00_U39_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GG5_041566_S00_U39_R1.raw	1	39	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 136	3544_GH5_041566_S00_U40_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GH5_041566_S00_U40_R1.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 137	3544_GH6_041566_S00_U41_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GH6_041566_S00_U41_R1.raw	1	41	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
PXD013868-Sample 3	Arabidopsis thaliana	seed	cycloheximide	8h	not available	plant cell	no enrichment	1	normal	run 138	3544_GG6_041566_S00_U42_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3544_GG6_041566_S00_U42_R1.raw	1	42	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	cycloheximide	8h
