source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD013868-Sample 9	Arabidopsis thaliana	pollen	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 36	02132_D05_P022368_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_D05_P022368_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	pollen
PXD013868-Sample 10	Arabidopsis thaliana	Node	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 37	02132_E05_P022369_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_E05_P022369_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Node
PXD013868-Sample 10	Arabidopsis thaliana	Node	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 38	02132_F05_P022369_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_F05_P022369_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Node
PXD013868-Sample 10	Arabidopsis thaliana	Node	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 39	02132_G05_P022369_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_G05_P022369_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Node
PXD013868-Sample 10	Arabidopsis thaliana	Node	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 40	02132_H05_P022369_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_H05_P022369_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Node
PXD013868-Sample 11	Arabidopsis thaliana	Internode	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 41	02132_A06_P022370_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_A06_P022370_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Internode
PXD013868-Sample 11	Arabidopsis thaliana	Internode	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 42	02132_B06_P022370_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_B06_P022370_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Internode
PXD013868-Sample 11	Arabidopsis thaliana	Internode	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 43	02132_C06_P022370_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_C06_P022370_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Internode
PXD013868-Sample 11	Arabidopsis thaliana	Internode	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 44	02132_D06_P022370_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_D06_P022370_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Internode
PXD013868-Sample 12	Arabidopsis thaliana	Cauline leaf	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 45	02132_E06_P022371_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_E06_P022371_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cauline leaf
PXD013868-Sample 12	Arabidopsis thaliana	Cauline leaf	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 46	02132_F06_P022371_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_F06_P022371_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cauline leaf
PXD013868-Sample 12	Arabidopsis thaliana	Cauline leaf	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 47	02132_G06_P022371_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_G06_P022371_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cauline leaf
PXD013868-Sample 12	Arabidopsis thaliana	Cauline leaf	1	4W	plant cell	enrichment of phosphorylated Protein	normal	run 48	02132_H06_P022371_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_H06_P022371_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cauline leaf
PXD013868-Sample 13	Arabidopsis thaliana	leaf distal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 49	02132_A07_P022372_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_A07_P022372_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf distal
PXD013868-Sample 13	Arabidopsis thaliana	leaf distal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 50	02132_B07_P022372_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_B07_P022372_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf distal
PXD013868-Sample 13	Arabidopsis thaliana	leaf distal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 51	02132_C07_P022372_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_C07_P022372_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf distal
PXD013868-Sample 13	Arabidopsis thaliana	leaf distal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 52	02132_D07_P022372_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_D07_P022372_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf distal
PXD013868-Sample 14	Arabidopsis thaliana	leaf proximal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 53	02132_E07_P022373_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_E07_P022373_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf proximal
PXD013868-Sample 14	Arabidopsis thaliana	leaf proximal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 54	02132_F07_P022373_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_F07_P022373_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf proximal
PXD013868-Sample 14	Arabidopsis thaliana	leaf proximal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 55	02132_G07_P022373_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_G07_P022373_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf proximal
PXD013868-Sample 14	Arabidopsis thaliana	leaf proximal	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 56	02132_H07_P022373_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_H07_P022373_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf proximal
PXD013868-Sample 15	Arabidopsis thaliana	leaf petiole	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 57	02132_A08_P022374_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_A08_P022374_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf petiole
PXD013868-Sample 15	Arabidopsis thaliana	leaf petiole	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 58	02132_B08_P022374_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_B08_P022374_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf petiole
PXD013868-Sample 15	Arabidopsis thaliana	leaf petiole	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 59	02132_C08_P022374_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_C08_P022374_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf petiole
PXD013868-Sample 15	Arabidopsis thaliana	leaf petiole	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 60	02132_D08_P022374_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02132_D08_P022374_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	leaf petiole
PXD013868-Sample 16	Arabidopsis thaliana	senescent leaf	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 61	02133_A01_P022375_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A01_P022375_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 16	Arabidopsis thaliana	senescent leaf	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 62	02133_B01_P022375_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B01_P022375_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 16	Arabidopsis thaliana	senescent leaf	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 63	02133_C01_P022375_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C01_P022375_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 16	Arabidopsis thaliana	senescent leaf	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 64	02133_D01_P022375_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D01_P022375_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 17	Arabidopsis thaliana	root	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 65	02133_E01_P022376_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E01_P022376_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root
PXD013868-Sample 17	Arabidopsis thaliana	root	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 66	02133_F01_P022376_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F01_P022376_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root
PXD013868-Sample 17	Arabidopsis thaliana	root	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 67	02133_G01_P022376_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G01_P022376_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root
PXD013868-Sample 17	Arabidopsis thaliana	root	1	3W	plant cell	enrichment of phosphorylated Protein	normal	run 68	02133_H01_P022376_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H01_P022376_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root
PXD013868-Sample 18	Arabidopsis thaliana	flower pedicle	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 69	02133_A02_P022377_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A02_P022377_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower pedicle
PXD013868-Sample 18	Arabidopsis thaliana	flower pedicle	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 70	02133_B02_P022377_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B02_P022377_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower pedicle
