source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 41	02444_BA7_P026998_S00_X41_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BA7_P026998_S00_X41_R1.raw	1	41	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 42	02444_BB7_P026998_S00_X42_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BB7_P026998_S00_X42_R1.raw	1	42	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 43	02444_BC7_P026998_S00_X43_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BC7_P026998_S00_X43_R1.raw	1	43	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 44	02444_BD7_P026998_S00_X44_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BD7_P026998_S00_X44_R1.raw	1	44	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 45	02444_BE7_P026998_S00_X45_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BE7_P026998_S00_X45_R1.raw	1	45	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 46	02444_BF7_P026998_S00_X46_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BF7_P026998_S00_X46_R1.raw	1	46	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 47	02444_BG7_P026998_S00_X47_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BG7_P026998_S00_X47_R1.raw	1	47	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 48	02444_BH7_P026998_S00_X48_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BH7_P026998_S00_X48_R1.raw	1	48	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 49	02444_BA8_P026998_S00_X49_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BA8_P026998_S00_X49_R1.raw	1	49	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 50	02444_BB8_P026998_S00_X50_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BB8_P026998_S00_X50_R1.raw	1	50	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 51	02444_BC8_P026998_S00_X51_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BC8_P026998_S00_X51_R1.raw	1	51	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 52	02444_BD8_P026998_S00_X52_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BD8_P026998_S00_X52_R1.raw	1	52	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 53	02444_BE8_P026998_S00_X53_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BE8_P026998_S00_X53_R1.raw	1	53	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 54	02444_BF8_P026998_S00_X54_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BF8_P026998_S00_X54_R1.raw	1	54	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 55	02444_BG8_P026998_S00_X55_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BG8_P026998_S00_X55_R1.raw	1	55	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 56	02444_BH8_P026998_S00_X56_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BH8_P026998_S00_X56_R1.raw	1	56	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 57	02444_BA9_P026998_S00_X57_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BA9_P026998_S00_X57_R1.raw	1	57	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 58	02444_BB9_P026998_S00_X58_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BB9_P026998_S00_X58_R1.raw	1	58	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 59	02444_BC9_P026998_S00_X59_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BC9_P026998_S00_X59_R1.raw	1	59	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 60	02444_BD9_P026998_S00_X60_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BD9_P026998_S00_X60_R1.raw	1	60	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 61	02444_BE9_P026998_S00_X61_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BE9_P026998_S00_X61_R1.raw	1	61	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 62	02444_BF9_P026998_S00_X62_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BF9_P026998_S00_X62_R1.raw	1	62	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 63	02444_BG9_P026998_S00_X63_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BG9_P026998_S00_X63_R1.raw	1	63	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 64	02444_BH9_P026998_S00_X64_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BH9_P026998_S00_X64_R1.raw	1	64	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 65	02444_BA10_P026998_S00_X65_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BA10_P026998_S00_X65_R1.raw	1	65	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 66	02444_BB10_P026998_S00_X66_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BB10_P026998_S00_X66_R1.raw	1	66	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 67	02444_BC10_P026998_S00_X67_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BC10_P026998_S00_X67_R1.raw	1	67	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 68	02444_BD10_P026998_S00_X68_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BD10_P026998_S00_X68_R1.raw	1	68	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 69	02444_BE10_P026998_S00_X69_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BE10_P026998_S00_X69_R1.raw	1	69	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 70	02444_BF10_P026998_S00_X70_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BF10_P026998_S00_X70_R1.raw	1	70	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 71	02444_BG10_P026998_S00_X71_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BG10_P026998_S00_X71_R1.raw	1	71	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 72	02444_BH10_P026998_S00_X72_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BH10_P026998_S00_X72_R1.raw	1	72	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 73	02444_BA11_P026998_S00_X73_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BA11_P026998_S00_X73_R1.raw	1	73	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 74	02444_BB11_P026998_S00_X74_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BB11_P026998_S00_X74_R1.raw	1	74	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 75	02444_BC11_P026998_S00_X75_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BC11_P026998_S00_X75_R1.raw	1	75	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 76	02444_BD11_P026998_S00_X76_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BD11_P026998_S00_X76_R1.raw	1	76	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 77	02444_BE11_P026998_S00_X77_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BE11_P026998_S00_X77_R1.raw	1	77	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 78	02444_BF11_P026998_S00_X78_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BF11_P026998_S00_X78_R1.raw	1	78	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 79	02444_BG11_P026998_S00_X79_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BG11_P026998_S00_X79_R1.raw	1	79	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
PXD013868-Sample 1	Arabidopsis thaliana	flower	5W	plant cell	no enrichment	1	normal	run 80	02444_BH11_P026998_S00_X80_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02444_BH11_P026998_S00_X80_R1.raw	1	80	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	flower
