source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	assay name	Technology Type	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	13	2	CHPP_TESTIS_Tricine_1013.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1013.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	14	2	CHPP_TESTIS_Tricine_1014.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1014.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	15	2	CHPP_TESTIS_Tricine_1015.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1015.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	16	2	CHPP_TESTIS_Tricine_1016.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1016.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	17	2	CHPP_TESTIS_Tricine_1017.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1017.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	18	2	CHPP_TESTIS_Tricine_1018.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1018.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	19	2	CHPP_TESTIS_Tricine_1019.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1019.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20	2	CHPP_TESTIS_Tricine_1020.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1020.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	21	2	CHPP_TESTIS_Tricine_1021.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1021.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-1	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	1	ms_run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	22	2	CHPP_TESTIS_Tricine_1022.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_1022.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	CHPP_Testis_SDS_2001.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2001.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	1	CHPP_Testis_SDS_2002.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2002.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	3	1	CHPP_Testis_SDS_2003.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2003.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	4	1	CHPP_Testis_SDS_2004.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2004.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	5	1	CHPP_Testis_SDS_2005.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2005.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	6	1	CHPP_Testis_SDS_2006.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2006.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	8	1	CHPP_Testis_SDS_2008.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2008.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	9	1	CHPP_Testis_SDS_2009.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2009.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	10	1	CHPP_Testis_SDS_2010.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2010.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	11	1	CHPP_Testis_SDS_2011.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2011.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	12	1	CHPP_Testis_SDS_2012.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2012.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	13	1	CHPP_Testis_SDS_2013.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2013.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	14	1	CHPP_Testis_SDS_2014.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2014.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	15	1	CHPP_Testis_SDS_2015.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2015.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	16	1	CHPP_Testis_SDS_2016.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2016.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	17	1	CHPP_Testis_SDS_2017.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2017.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	18	1	CHPP_Testis_SDS_2018.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2018.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	19	1	CHPP_Testis_SDS_2019.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2019.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20	1	CHPP_Testis_SDS_2020.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2020.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	21	1	CHPP_Testis_SDS_2021.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2021.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	22	1	CHPP_Testis_SDS_2022.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2022.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	23	1	CHPP_Testis_SDS_2023.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2023.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	24	1	CHPP_Testis_SDS_2024.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2024.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	25	1	CHPP_Testis_SDS_2025.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2025.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	26	1	CHPP_Testis_SDS_2026.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2026.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	27	1	CHPP_Testis_SDS_2027.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2027.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	28	1	CHPP_Testis_SDS_2028.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Testis_SDS_2028.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	CHPP_TESTIS_Tricine_2001.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2001.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	2	CHPP_TESTIS_Tricine_2002.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2002.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	3	2	CHPP_TESTIS_Tricine_2003.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2003.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
