Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell line]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[label]	comment[instrument]	comment[file uri]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD003668-Sample 33	Homo sapiens	not available	ME180	not available	not available	not available	not available	not available	not available	3	run 33	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131021_EXQ3_FaCo_SA_CL_ME180_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131021_EXQ3_FaCo_SA_CL_ME180_C.RAW	cell	c95d8d5a3a792f90abcebf9aed5f411071554e2173b27e6f8156cc00242df7d6	SAMEA7711875
PXD003668-Sample 34	Homo sapiens	not available	IGROV1CP	not available	not available	not available	not available	not available	not available	1	run 34	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_IGROV1CP_A.RAW	cell	6c5c3636de9a1d92b86fb8db1d36a4e433efae352558fdc970b9a64f67c64822	SAMEA7711876
PXD003668-Sample 35	Homo sapiens	not available	IGROV1CP	not available	not available	not available	not available	not available	not available	2	run 35	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_IGROV1CP_B.RAW	cell	7e757d0140016954ec50a15368593a0b57ec960496d1fd4f145f3d670c41d0f8	SAMEA7711877
PXD003668-Sample 36	Homo sapiens	not available	IGROV1CP	not available	not available	not available	not available	not available	not available	3	run 36	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_IGROV1CP_C.RAW	cell	fffa39cd1e4fa1d7ffaec435b5f29ade26527c659a88a796b525e707a457356d	SAMEA7711878
PXD003668-Sample 37	Homo sapiens	not available	IGROV1	not available	not available	not available	not available	not available	not available	1	run 37	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_IGROV1_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_IGROV1_A.RAW	cell	c07650660c6211b182db8f8d8e90e8a927112eaa31f8c48071cb540439a13e62	SAMEA7711879
PXD003668-Sample 38	Homo sapiens	not available	IGROV1	not available	not available	not available	not available	not available	not available	2	run 38	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_IGROV1_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_IGROV1_B.RAW	cell	ffe9790c2251894e8d0f0fd06c6332cc4300a53d64d6cd1b7aab5961c09cc20f	SAMEA7711880
PXD003668-Sample 39	Homo sapiens	not available	IGROV1	not available	not available	not available	not available	not available	not available	3	run 39	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_IGROV1_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_IGROV1_C.RAW	cell	4640652eb961e1d7007f13f2e2510150d8a79b82a0e5e0b99fcd7202b916da42	SAMEA7711881
PXD003668-Sample 40	Homo sapiens	not available	TOV112DR	not available	not available	not available	not available	not available	not available	1	run 40	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_TOV112DR_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_TOV112DR_A.RAW	cell	1824b78b47f7b86b09b295acfd3effd5a1df96ce2d0f443450fc840e0ada4426	SAMEA7711882
PXD003668-Sample 41	Homo sapiens	not available	TOV113DR	not available	not available	not available	not available	not available	not available	2	run 41	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_TOV112DR_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_TOV112DR_B.RAW	cell	4350966338992c5e02b15c3f23bff6913556e7c6aed4a2e354bc38ed46119ef8	SAMEA7711883
PXD003668-Sample 42	Homo sapiens	not available	TOV114DR	not available	not available	not available	not available	not available	not available	3	run 42	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131025_EXQ3_FaCo_SA_CL_TOV112DR_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131025_EXQ3_FaCo_SA_CL_TOV112DR_C.RAW	cell	5c4be68bec62010a336584d34ec92f9510e1b832be22dd26a657b67274c662c4	SAMEA7711884
PXD003668-Sample 43	Homo sapiens	not available	TYKNU	not available	not available	not available	not available	not available	not available	1	run 43	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131029_EXQ3_FaCo_SA_CL_TYKNU_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131029_EXQ3_FaCo_SA_CL_TYKNU_A.RAW	cell	1419d5ec91b80b0902df4f64cc8323fa5fbd6a4c3031cf7acb0d1af6b907751f	SAMEA7711885
PXD003668-Sample 44	Homo sapiens	not available	TYKNU	not available	not available	not available	not available	not available	not available	2	run 44	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131029_EXQ3_FaCo_SA_CL_TYKNU_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131029_EXQ3_FaCo_SA_CL_TYKNU_B.RAW	cell	38c7987076cabc3b9a4d13c4eb35329f74918cd9c6248487c6d277c0100f3ad8	SAMEA7711886
PXD003668-Sample 45	Homo sapiens	not available	TYKNU	not available	not available	not available	not available	not available	not available	3	run 45	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20131022_EXQ3_FaCo_SA_CL_TYKNU_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20131022_EXQ3_FaCo_SA_CL_TYKNU_C.RAW	cell	44859536285fe5933501b837821af1bf4af5a4d46bf57f952ae9d55639c4efed	SAMEA7711887
PXD003668-Sample 46	Homo sapiens	not available	KURAMOCHI	not available	not available	not available	not available	not available	not available	1	run 46	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_A.RAW	cell	d8ba48ea509edf94a8f10fa12a7934fbb893d3fa5e1f62487e77daffce274513	SAMEA7711888
PXD003668-Sample 47	Homo sapiens	not available	KURAMOCHI	not available	not available	not available	not available	not available	not available	2	run 47	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_B.RAW	cell	a5701a1282c6bddb3ab0e80bde37aa98d1f58079a896ae3651ba3f8e56500587	SAMEA7711889
PXD003668-Sample 48	Homo sapiens	not available	KURAMOCHI	not available	not available	not available	not available	not available	not available	3	run 48	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_C.RAW	cell	0b04006879d9e8e1823475514a1f4f355dab68f73bfe09f0c32d3b46a6af1b7b	SAMEA7711890
PXD003668-Sample 49	Homo sapiens	not available	SNU119	not available	not available	not available	not available	not available	not available	1	run 49	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140109_EXQ8_FaCo_SA_CL_SNU119_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140109_EXQ8_FaCo_SA_CL_SNU119_A.RAW	cell	f42b0e7ac3247957eee689a581c04ad22713118209f12d598e33fc778d8f9626	SAMEA7711891
PXD003668-Sample 50	Homo sapiens	not available	SNU120	not available	not available	not available	not available	not available	not available	2	run 50	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140109_EXQ8_FaCo_SA_CL_SNU119_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140109_EXQ8_FaCo_SA_CL_SNU119_B.RAW	cell	c0d45e290155badfac8f7c111eb7acb59ed8a2d3e385665383073289bc33d2d5	SAMEA7711892
PXD003668-Sample 51	Homo sapiens	not available	SNU121	not available	not available	not available	not available	not available	not available	3	run 51	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140109_EXQ8_FaCo_SA_CL_SNU119_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140109_EXQ8_FaCo_SA_CL_SNU119_C.RAW	cell	5f6d24f1c4ce8edb9d9f28219de943e5f758770ab66fa185b5b0d37ac9fee0c6	SAMEA7711893
PXD003668-Sample 52	Homo sapiens	not available	PEO1	not available	not available	not available	not available	not available	not available	1	run 52	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140402_EXQ6_FaCo_SA_CL_PEO1_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140402_EXQ6_FaCo_SA_CL_PEO1_A.RAW	cell	3ed56106ecc02092dc21492495546145b3c6060421fa4048fa2b3644f708c237	SAMEA7711894
PXD003668-Sample 53	Homo sapiens	not available	PEO1	not available	not available	not available	not available	not available	not available	2	run 53	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140402_EXQ6_FaCo_SA_CL_PEO1_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140402_EXQ6_FaCo_SA_CL_PEO1_B.RAW	cell	2c7268b4c4018d3a9612f1b53257c65314ab6e458eea4639edc1abc9f056d1b4	SAMEA7711895
PXD003668-Sample 54	Homo sapiens	not available	PEO1	not available	not available	not available	not available	not available	not available	3	run 54	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140402_EXQ6_FaCo_SA_CL_PEO1_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140402_EXQ6_FaCo_SA_CL_PEO1_C.RAW	cell	a4a2d24ebe8b6bd2cd5aea1a3e03eaa281d4cb3ac2a27b676995b459ef9b6fe3	SAMEA7711896
PXD003668-Sample 55	Homo sapiens	not available	PEO4	not available	not available	not available	not available	not available	not available	1	run 55	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140516_QEp3_FaCo_SA_CL_PEO4_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140516_QEp3_FaCo_SA_CL_PEO4_A.RAW	cell	02ed541a09989fa0297483f081fb101e444ed3a8e863359cff1533a233d95767	SAMEA7711897
PXD003668-Sample 56	Homo sapiens	not available	PEO4	not available	not available	not available	not available	not available	not available	2	run 56	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140516_QEp3_FaCo_SA_CL_PEO4_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140516_QEp3_FaCo_SA_CL_PEO4_B.RAW	cell	63c0c30c6a49eb080dcacaedc1e2cb7df31f227bb78f87f1e1aeb64b7292095c	SAMEA7711898
PXD003668-Sample 57	Homo sapiens	not available	PEO4	not available	not available	not available	not available	not available	not available	3	run 57	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140402_EXQ6_FaCo_SA_CL_PEO4_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140402_EXQ6_FaCo_SA_CL_PEO4_C.RAW	cell	a425729de82ede815d6c2bb1f391ccbf436aff8dae2d8c98660c92dd8df157de	SAMEA7711899
PXD003668-Sample 58	Homo sapiens	not available	TYKNUCP	not available	not available	not available	not available	not available	not available	1	run 58	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140516_QEp3_FaCo_SA_CL_TYKNUCP_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140516_QEp3_FaCo_SA_CL_TYKNUCP_A.RAW	cell	ca60245f8a1b88e71972df06fadff1fce92ad618a28b72c714ccf185741bcae9	SAMEA7711900
PXD003668-Sample 59	Homo sapiens	not available	TYKNUCP	not available	not available	not available	not available	not available	not available	2	run 59	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140516_QEp3_FaCo_SA_CL_TYKNUCP_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140516_QEp3_FaCo_SA_CL_TYKNUCP_B.RAW	cell	f47b50dd148e00c920e5ad3bb8efa21a90ca45d00a167b83ff229cd853314db1	SAMEA7711901
PXD003668-Sample 60	Homo sapiens	not available	TYKNUCP	not available	not available	not available	not available	not available	not available	3	run 60	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140516_QEp3_FaCo_SA_CL_TYKNUCP_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140516_QEp3_FaCo_SA_CL_TYKNUCP_C.RAW	cell	1f9fd728fb1e50349e902af60b46ad0f74a6a7a4ceecc26bb49d98d5aa4030b0	SAMEA7711902
PXD003668-Sample 61	Homo sapiens	not available	fallopian tube epithelial cells	not available	not available	not available	not available	not available	not available	not available	run 61	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140521_QEp4_FaCo_SA_PC_FTEC_1216.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140521_QEp4_FaCo_SA_PC_FTEC_1216.RAW	cell	f1d3d4774270453dd9ebff0ccb1dc39789f0b345ab95414d6d52d44870517355	SAMEA7711903
PXD003668-Sample 62	Homo sapiens	not available	fallopian tube epithelial cells	not available	not available	not available	not available	not available	not available	not available	run 62	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140521_QEp4_FaCo_SA_PC_FTEC_1218.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140521_QEp4_FaCo_SA_PC_FTEC_1218.RAW	cell	d1154dd7f0efe14c55be16fdc803aa2d529135641f57930ecc182c07eff45961	SAMEA7711904
PXD003668-Sample 63	Homo sapiens	not available	fallopian tube epithelial cells	not available	not available	not available	not available	not available	not available	not available	run 63	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140521_QEp4_FaCo_SA_PC_FTEC_1229.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140521_QEp4_FaCo_SA_PC_FTEC_1229.RAW	cell	8f0b5f6f5c9958cc93d6de2f3b967a6d4eede738733720ba0a79069c9ecf90ac	SAMEA7711905
PXD003668-Sample 64	Homo sapiens	not available	59M	not available	not available	not available	not available	not available	not available	1	run 64	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140709_QEp3_FaCo_SA_CL_59M_A.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140709_QEp3_FaCo_SA_CL_59M_A.RAW	cell	8d5251b53bd742440072f2f12570defc3b61f3bf1d326341fb4261af9ab786b1	SAMEA7711906
PXD003668-Sample 65	Homo sapiens	not available	59M	not available	not available	not available	not available	not available	not available	2	run 65	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140709_QEp3_FaCo_SA_CL_59M_B.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140709_QEp3_FaCo_SA_CL_59M_B.RAW	cell	bece1c1c0a8083a1eb2d60dddcf6d559af353caa9e8aa471aded4177e3eaba21	SAMEA7711907
