source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 39	baby_CL83_F6_01082014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/baby_CL83_F6_01082014_1.wiff.scan	1	6	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 40	baby_CL83_F6_01082014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/baby_CL83_F6_01082014_2.wiff.scan	1	6	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 41	baby_CL83_FTwash_01082014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/baby_CL83_FTwash_01082014_1.wiff.scan	1	7	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 42	baby_CL83_FTwash_01082014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/baby_CL83_FTwash_01082014_2.wiff.scan	1	7	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 43	Baby_CL83_F1_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F1_01182014_1.wiff.scan	1	1	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 44	Baby_CL83_F1_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F1_01182014_2.wiff.scan	1	1	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 45	Baby_CL83_F2_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F2_01182014_1.wiff.scan	1	2	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 46	Baby_CL83_F2_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F2_01182014_2.wiff.scan	1	2	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 47	Baby_CL83_F3_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F3_01182014_1.wiff.scan	1	3	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 48	Baby_CL83_F3_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F3_01182014_2.wiff.scan	1	3	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 49	Baby_CL83_F4_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F4_01182014_1.wiff.scan	1	4	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 50	Baby_CL83_F4_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F4_01182014_2.wiff.scan	1	4	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 51	Baby_CL83_F5_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F5_01182014_1.wiff.scan	1	5	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 52	Baby_CL83_F5_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F5_01182014_2.wiff.scan	1	5	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 53	Baby_CL83_F6_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_F6_01182014_2.wiff.scan	1	6	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 54	Baby_CL83_FTwash_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_FTwash_01182014_1.wiff.scan	1	7	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 55	Baby_CL83_FTwash_01182014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/Baby_CL83_FTwash_01182014_2.wiff.scan	1	7	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-3	Homo sapiens	lung	not available	CL83	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 56	baby_CL83_F6_01182014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/baby_CL83_F6_01182014_1.wiff.scan	1	6	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL83
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 57	CL97_F1_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F1_03192014_1.wiff.scan	1	1	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 58	CL97_F1_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F1_03192014_2.wiff.scan	1	1	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 59	CL97_F2_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F2_03192014_1.wiff.scan	1	2	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 60	CL97_F2_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F2_03192014_2.wiff.scan	1	2	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 61	CL97_F3_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F3_03192014_1.wiff.scan	1	3	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 62	CL97_F3_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F3_03192014_2.wiff.scan	1	3	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 63	CL97_F4_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F4_03192014_1.wiff.scan	1	4	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 64	CL97_F4_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F4_03192014_2.wiff.scan	1	4	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 65	CL97_F5_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F5_03192014_1.wiff.scan	1	5	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 66	CL97_F5_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F5_03192014_2.wiff.scan	1	5	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 67	CL97_F6_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F6_03192014_1.wiff.scan	1	6	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 68	CL97_F6_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_F6_03192014_2.wiff.scan	1	6	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 69	CL97_FTwash_03192014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_FTwash_03192014_1.wiff.scan	1	7	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-4	Homo sapiens	lung	not available	CL97	not applicable	Non-small cell lung carcinoma	not applicable	male	not applicable	1	run 70	CL97_FTwash_03192014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL97_FTwash_03192014_2.wiff.scan	1	7	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL97
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 71	CL100_F1_04102014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F1_04102014_1.wiff.scan	1	1	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 72	CL100_F1_04102014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F1_04102014_2.wiff.scan	1	1	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 73	CL100_F2_04102014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F2_04102014_1.wiff.scan	1	2	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 74	CL100_F2_04102014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F2_04102014_2.wiff.scan	1	2	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 75	CL100_F3_04102014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F3_04102014_1.wiff.scan	1	3	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 76	CL100_F3_04102014_2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F3_04102014_2.wiff.scan	1	3	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
PXD002224-Sample-5	Homo sapiens	lung	not available	CL100	not applicable	Non-small cell lung carcinoma	not applicable	female	not applicable	1	run 77	CL100_F4_04102014_1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002224/CL100_F4_04102014_1.wiff.scan	1	4	AC=MS:1002038;NT=label free sample	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1001313;NT=Trypsin/P	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	NT=Carbamidomethyl;MT=Variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20 ppm	0.1 Da	CL100
