source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD004970-Sample-2	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	2	run 37	DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_17.raw	1	17	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-2	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	2	run 38	DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_18.raw	1	18	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-2	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	2	run 39	DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_19.raw	1	19	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-2	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	2	run 40	DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT17_L_HMix_220ng_Fast_SDSPAGE_20.raw	1	20	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 41	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_01.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 42	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_02.raw	1	2	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 43	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_03.raw	1	3	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 44	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_04.raw	1	4	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 45	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_05.raw	1	5	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 46	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_06.raw	1	6	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 47	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_07.raw	1	7	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 48	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_08.raw	1	8	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 49	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_09.raw	1	9	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 50	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_10.raw	1	10	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 51	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_11.raw	1	11	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 52	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_12.raw	1	12	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 53	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_13.raw	1	13	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 54	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_14.raw	1	14	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 55	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_15.raw	1	15	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 56	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_16.raw	1	16	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 57	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_17.raw	1	17	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 58	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_18.raw	1	18	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 59	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_19.raw	1	19	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-3	Homo sapiens	Cell culture	not available	DU145	Prostate cancer (PC)	3	run 60	DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/DU145_NT24_L_HMix_220ng_Fast_SDSPAGE_20.raw	1	20	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	DU145
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 61	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis01.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 62	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis02.raw	1	2	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 63	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis03.raw	1	3	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 64	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis04.raw	1	4	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 65	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis05.raw	1	5	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 66	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis06.raw	1	6	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 67	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis07.raw	1	7	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 68	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis08.raw	1	8	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 69	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis09.raw	1	9	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 70	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis10.raw	1	10	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 71	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis11.raw	1	11	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
PXD004970-Sample-4	Homo sapiens	Cell culture	not available	PNT1A	Prostate cancer (PC)	1	run 72	PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD004970/PNT1A_NT10_L_HMix_220ng_Fast_SDSPAGE_bis12.raw	1	12	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=HCD;AC=PRIDE:0000590	35% NCE	20 ppm	20 ppm	PNT1A
