Plex Dataset Name,Run Metadata ID,Number of Fractions,label_free
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02263_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-20","1","C3N-02263
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02263_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-142","1","C3N-02263
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02264_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-166","1","C3N-02264
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02265_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-165","1","C3N-02265
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02265_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-136","1","C3N-02265
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02266_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-172","1","C3N-02266
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02332_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-163","1","C3N-02332
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02332_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-119","1","C3N-02332
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02338_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-176","1","C3N-02338
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02429_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-24","1","C3N-02429
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02429_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-30","1","C3N-02429
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02431_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-57","1","C3N-02431
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02431_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-157","1","C3N-02431
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02439_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-183","1","C3N-02439
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02439_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-167","1","C3N-02439
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02577_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-188","1","C3N-02577
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02577_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-146","1","C3N-02577
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02723_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-28","1","C3N-02723
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02723_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-97","1","C3N-02723
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02726_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-149","1","C3N-02726
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02726_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-7","1","C3N-02726
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02761_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-158","1","C3N-02761
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02761_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-195","1","C3N-02761
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02763_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-83","1","C3N-02763
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02763_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-52","1","C3N-02763
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02811_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-63","1","C3N-02811
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02811_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-51","1","C3N-02811
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02945_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-174","1","C3N-02945
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-02945_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-178","1","C3N-02945
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-03018_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-64","1","C3N-03018
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-03018_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-110","1","C3N-03018
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-03019_NAT.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-124","1","C3N-03019
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-03019_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-160","1","C3N-03019
Primary Tumor"
"CPTAC_CCRCC_W_JHU_LUMOS_C3N-03020_T.raw","CPTAC CCRCC Confirmatory Study - DIA Proteome-54","1","C3N-03020
Primary Tumor"
