source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 83	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 84	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 85	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 86	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 87	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 88	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 89	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-20	Bos taurus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 90	proteomic profiling by mass spectrometry	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_BtaurosiRT_F8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Bos taurus
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 91	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction1_181006180227.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction1_181006180227.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 92	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction2_181006211438.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction2_181006211438.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 93	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction3_181007002647.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction3_181007002647.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 94	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction4_181007033856.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction4_181007033856.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 95	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction5_181007065113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction5_181007065113.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 96	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction6_181007151514.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction6_181007151514.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 97	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-21	Didelphidae	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 98	proteomic profiling by mass spectrometry	20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181001_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DidelphisiRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Didelphidae
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 99	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 100	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 101	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 102	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction4_181008181859.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction4_181008181859.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 103	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 104	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 105	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-22	Gallus Gallus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 106	proteomic profiling by mass spectrometry	20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181006_QX1_JoMu_SA_Easy12-7_uPAC_500ng_GallusiRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Gallus Gallus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 107	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 108	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 109	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 110	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 111	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 112	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
PXD014877-Sample-23	Oryctolagus cuniculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 113	proteomic profiling by mass spectrometry	20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181009_QX1_JoMu_SA_Easy12-7_uPAC_500ng_RabbitiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryctolagus cuniculus
