Comentarios								No lo tengo claro, no especifica que sean healthy													Duda						
source name	Organism	Organism part	Age	Developmental stage	Cell line	Cell type	Sex	Disease	Prognosis	Biological replicate	Individual	Material Type	Assay name	Technology type	Proteomics data acquisition method	Data file	File uri	Technical replicate	comment[fraction identifier]	Label	Instrument	Modification parameters	Cleavage agent details	m/z acquisition range	Precursor mass tolerance	Fragment mass tolerance]	Prognosis
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc16	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	88	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc16.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc16.raw	1	16	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc17	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	89	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc17.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc17.raw	1	17	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc18	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	90	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc18.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc18.raw	1	18	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc19	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	91	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc19.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc19.raw	1	19	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc20	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	92	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc20.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc20.raw	1	20	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc21	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	93	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc21	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc21.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc21.raw	1	21	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc22	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	94	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc22	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc22.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc22.raw	1	22	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc23	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	95	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc23	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc23.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc23.raw	1	23	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc24	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	96	4	Tissue	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc24	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc24.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_Library4_24Frc_Frc24.raw	1	24	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F1	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	97	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F1	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F1.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F2	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	98	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F2	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F2.raw	1	2	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F3	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	99	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F3	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F3.raw	1	3	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F4	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	100	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F4	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F4.raw	1	4	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F5	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	101	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F5	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F5.raw	1	5	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F6	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	102	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F6	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F6.raw	1	6	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F7	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	103	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F7	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F7.raw	1	7	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F8	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	104	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F8	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F8.raw	1	8	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F9	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	105	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F9	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F9.raw	1	9	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F10	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	106	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F10	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F10.raw	1	10	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F11	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	107	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F11	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F11.raw	1	11	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F12	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	108	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F12	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F12.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F12.raw	1	12	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F13	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	109	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F13.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F13.raw	1	13	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F14	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	110	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F14.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F14.raw	1	14	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F15	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	111	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F15.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F15.raw	1	15	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F16	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	112	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F16.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F16.raw	1	16	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F17	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	113	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F17.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F17.raw	1	17	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F18	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	114	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F18.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F18.raw	1	18	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F19	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	115	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F19.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F19.raw	1	19	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F20	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	116	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F20.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F20.raw	1	20	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F21	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	117	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F21	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F21.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F21.raw	1	21	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F22	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	118	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F22	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F22.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F22.raw	1	22	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F23	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	119	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F23	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F23.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F23.raw	1	23	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library5_F24	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	120	5	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library5_F24	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library5_F24.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library5_F24.raw	1	24	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F1	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	121	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F1	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F1.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F2	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	122	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F2	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F2.raw	1	2	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F3	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	123	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F3	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F3.raw	1	3	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F4	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	124	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F4	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F4.raw	1	4	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F5	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	125	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F5	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F5.raw	1	5	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F6	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	126	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F6	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F6.raw	1	6	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F7	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	127	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F7	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F7.raw	1	7	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F8	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	128	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F8	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F8.raw	1	8	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F9	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	129	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F9	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F9.raw	1	9	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F10	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	130	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F10	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F10.raw	1	10	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
