source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[batch]	characteristics[biological replicate]	Material Type	assay name	comment[data file]	comment[file uri]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[instrument identifier]	comment[cleavage agent details]	comment[modification parameters].2	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[MS1 scan range]	comment[MS2 scan range]	factor value[cell line]
PXD030304-Sample 231	Homo sapiens	Central Nervous System	not available	not available	GI-1	not available	not available	not available	Glioblastoma	P04	1	cell	run 1415	191028_b38-t3-11_00dj5_00l7p_m06_s_1.wiff	191028_b38-t3-11_00dj5_00l7p_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GI-1
PXD030304-Sample 232	Homo sapiens	Peripheral Nervous System	not available	not available	GI-ME-N	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1416	181219_2389_0047e_0072a_m03_s_1.wiff	181219_2389_0047e_0072a_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GI-ME-N
PXD030304-Sample 232	Homo sapiens	Peripheral Nervous System	not available	not available	GI-ME-N	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1417	181220_2389_0048a_0072q_m02_s_1.wiff	181220_2389_0048a_0072q_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GI-ME-N
PXD030304-Sample 232	Homo sapiens	Peripheral Nervous System	not available	not available	GI-ME-N	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1418	181221_2389_0048a_0073p_m03_s_1.wiff	181221_2389_0048a_0073p_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GI-ME-N
PXD030304-Sample 232	Homo sapiens	Peripheral Nervous System	not available	not available	GI-ME-N	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1419	181222_2389_00496_0074p_m02_s_1.wiff	181222_2389_00496_0074p_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GI-ME-N
PXD030304-Sample 232	Homo sapiens	Peripheral Nervous System	not available	not available	GI-ME-N	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1420	190718_2389_00496_00f1x_m03_s_1.wiff	190718_2389_00496_00f1x_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GI-ME-N
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P04	1	cell	run 1421	190905_b13-t1-14_00bav_00i0v_m01_s_1.wiff	190905_b13-t1-14_00bav_00i0v_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P04	1	cell	run 1422	190907_b17-t1-14_00d9w_00i36_m01_s_1.wiff	190907_b17-t1-14_00d9w_00i36_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P04	1	cell	run 1423	190916_b15-t1-14_00bbr_00i4l_m04_s_1.wiff	190916_b15-t1-14_00bbr_00i4l_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P04	1	cell	run 1424	190926_b15-t2-14_00bbr_00isu_m01_s_1.wiff	190926_b15-t2-14_00bbr_00isu_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P04	1	cell	run 1425	191001_b13-t2-14_00bav_00j2n_m02_s_1.wiff	191001_b13-t2-14_00bav_00j2n_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P05	1	cell	run 1426	191122_b17-t3-14_00d9w_00n11_m03_s_1.wiff	191122_b17-t3-14_00d9w_00n11_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P05	1	cell	run 1427	191126_b34-t2-15_00k4c_00mv6_m06_s_1.wiff	191126_b34-t2-15_00k4c_00mv6_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	7	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 233	Homo sapiens	Skin	not available	not available	G-MEL	not available	not available	not available	Melanoma	P05	1	cell	run 1428	191128_b34-t1-15_00k4c_00mu6_m01_s_1.wiff	191128_b34-t1-15_00k4c_00mu6_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	8	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	G-MEL
PXD030304-Sample 234	Homo sapiens	Peripheral Nervous System	not available	not available	GOTO	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1429	190402_8672_005f4_00a1f_m06_s_1.wiff	190402_8672_005f4_00a1f_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GOTO
PXD030304-Sample 234	Homo sapiens	Peripheral Nervous System	not available	not available	GOTO	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1430	190406_8672_005g0_00a8p_m06_s_1.wiff	190406_8672_005g0_00a8p_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GOTO
PXD030304-Sample 234	Homo sapiens	Peripheral Nervous System	not available	not available	GOTO	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1431	190408_8672_005ms_00ac0_m06_s_1.wiff	190408_8672_005ms_00ac0_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GOTO
PXD030304-Sample 234	Homo sapiens	Peripheral Nervous System	not available	not available	GOTO	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1432	190702_8672_005f4_00ed1_m01_s_1.wiff	190702_8672_005f4_00ed1_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GOTO
PXD030304-Sample 234	Homo sapiens	Peripheral Nervous System	not available	not available	GOTO	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1433	190704_8672_005g0_00ef4_m02_s_1.wiff	190704_8672_005g0_00ef4_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GOTO
PXD030304-Sample 234	Homo sapiens	Peripheral Nervous System	not available	not available	GOTO	not available	not available	not available	Neuroblastoma	P03	1	cell	run 1434	190705_8672_005ms_00eg3_m02_s_1.wiff	190705_8672_005ms_00eg3_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GOTO
PXD030304-Sample 235	Homo sapiens	Large Intestine	not available	not available	GP5d	not available	not available	not available	Colorectal Carcinoma	P03	1	cell	run 1435	190128_7592_004t7_008mi_m06_s_1.wiff	190128_7592_004t7_008mi_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GP5d
PXD030304-Sample 235	Homo sapiens	Large Intestine	not available	not available	GP5d	not available	not available	not available	Colorectal Carcinoma	P03	1	cell	run 1436	190131_7592_004t7_008pm_m04_s_1.wiff	190131_7592_004t7_008pm_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GP5d
PXD030304-Sample 235	Homo sapiens	Large Intestine	not available	not available	GP5d	not available	not available	not available	Colorectal Carcinoma	P03	1	cell	run 1437	190131_7592_004u3_008q3_m06_s_1.wiff	190131_7592_004u3_008q3_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GP5d
PXD030304-Sample 235	Homo sapiens	Large Intestine	not available	not available	GP5d	not available	not available	not available	Colorectal Carcinoma	P03	1	cell	run 1438	190202_7592_00537_008r1_m06_s_1.wiff	190202_7592_00537_008r1_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GP5d
PXD030304-Sample 235	Homo sapiens	Large Intestine	not available	not available	GP5d	not available	not available	not available	Colorectal Carcinoma	P03	1	cell	run 1439	190204_7592_004u3_008rz_m04_s_1.wiff	190204_7592_004u3_008rz_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GP5d
PXD030304-Sample 235	Homo sapiens	Large Intestine	not available	not available	GP5d	not available	not available	not available	Colorectal Carcinoma	P03	1	cell	run 1440	190206_7592_00537_008tk_m04_s_1.wiff	190206_7592_00537_008tk_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GP5d
PXD030304-Sample 236	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GRANTA-519	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P03	1	cell	run 1441	190724_2717_00eio_00f6d_m03_s_1.wiff	190724_2717_00eio_00f6d_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GRANTA-519
PXD030304-Sample 236	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GRANTA-519	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P03	1	cell	run 1442	190805_2717_00f5r_00fob_m03_s_1.wiff	190805_2717_00f5r_00fob_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GRANTA-519
PXD030304-Sample 236	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GRANTA-519	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P03	1	cell	run 1443	190811_2717_00eio_00gbk_m05_s_1.wiff	190811_2717_00eio_00gbk_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GRANTA-519
PXD030304-Sample 236	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GRANTA-519	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P03	1	cell	run 1444	190815_2717_00f5r_00gmu_m05_s_1.wiff	190815_2717_00f5r_00gmu_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GRANTA-519
PXD030304-Sample 237	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GR-ST	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 1445	190903_b10-t1-14_00b9j_00hto_m02_s_1.wiff	190903_b10-t1-14_00b9j_00hto_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GR-ST
PXD030304-Sample 237	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GR-ST	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 1446	190904_b8-t1-14_00b8n_00ht7_m01_s_1.wiff	190904_b8-t1-14_00b8n_00ht7_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GR-ST
PXD030304-Sample 237	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GR-ST	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 1447	190916_b8-t2-14_00b8n_00i9i_m06_s_1.wiff	190916_b8-t2-14_00b8n_00i9i_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GR-ST
PXD030304-Sample 237	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GR-ST	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 1448	190929_b10-t2-14_00b9j_00j13_m04_s_1.wiff	190929_b10-t2-14_00b9j_00j13_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GR-ST
PXD030304-Sample 237	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GR-ST	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 1449	191022_b12-t1-14_00baf_00kmy_m01_s_1.wiff	191022_b12-t1-14_00baf_00kmy_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GR-ST
PXD030304-Sample 237	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	GR-ST	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 1450	191024_b12-t3-14_00baf_00ksa_m06_s_1.wiff	191024_b12-t3-14_00baf_00ksa_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	GR-ST
PXD030304-Sample 238	Homo sapiens	Lung	not available	not available	H3255	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 1451	190830_b2-t1-4_00b4m_00hgn_m02_s_1.wiff	190830_b2-t1-4_00b4m_00hgn_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	H3255
PXD030304-Sample 238	Homo sapiens	Lung	not available	not available	H3255	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 1452	190831_b4-t1-4_00b5l_00hg6_m01_s_1.wiff	190831_b4-t1-4_00b5l_00hg6_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	H3255
PXD030304-Sample 238	Homo sapiens	Lung	not available	not available	H3255	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 1453	190831_b6-t1-4_00b7g_00hh5_m02_s_1.wiff	190831_b6-t1-4_00b7g_00hh5_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	H3255
PXD030304-Sample 238	Homo sapiens	Lung	not available	not available	H3255	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 1454	190913_b4-t2-4_00b5l_00i8q_m06_s_1.wiff	190913_b4-t2-4_00b5l_00i8q_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	H3255
PXD030304-Sample 238	Homo sapiens	Lung	not available	not available	H3255	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 1455	190925_b2-t2-4_00b4m_00is2_m04_s_1.wiff	190925_b2-t2-4_00b4m_00is2_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	H3255
PXD030304-Sample 238	Homo sapiens	Lung	not available	not available	H3255	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 1456	190926_b6-t2-4_00b7g_00its_m04_s_1.wiff	190926_b6-t2-4_00b7g_00its_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	H3255
