source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[strain]	characteristics[developmental stage]	characteristics[cell line]	characteristics[sex]	characteristics[disease]	characteristics[mass]	characteristics[spiked compound]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 37	proteomic profiling by mass spectrometry	3085_1.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 38	proteomic profiling by mass spectrometry	3085_10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 39	proteomic profiling by mass spectrometry	3085_11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 40	proteomic profiling by mass spectrometry	3085_12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 41	proteomic profiling by mass spectrometry	3085_2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 42	proteomic profiling by mass spectrometry	3085_3.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 43	proteomic profiling by mass spectrometry	3085_4.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 44	proteomic profiling by mass spectrometry	3085_5.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 45	proteomic profiling by mass spectrometry	3085_6.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 46	proteomic profiling by mass spectrometry	3085_7.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 47	proteomic profiling by mass spectrometry	3085_8.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-4	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 48	proteomic profiling by mass spectrometry	3085_9.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/3085_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 49	proteomic profiling by mass spectrometry	6939_1.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 50	proteomic profiling by mass spectrometry	6939_10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 51	proteomic profiling by mass spectrometry	6939_11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 52	proteomic profiling by mass spectrometry	6939_12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 53	proteomic profiling by mass spectrometry	6939_2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 54	proteomic profiling by mass spectrometry	6939_3.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 55	proteomic profiling by mass spectrometry	6939_4.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 56	proteomic profiling by mass spectrometry	6939_5.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 57	proteomic profiling by mass spectrometry	6939_6.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 58	proteomic profiling by mass spectrometry	6939_7.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 59	proteomic profiling by mass spectrometry	6939_8.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
PXD001224-Sample-5	Homo sapiens 	Retina	not available	not available	not available	not applicable	not available	not available	not available	not available	1	whole organism	run 60	proteomic profiling by mass spectrometry	6939_9.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2014/11/PXD001242/6939_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;TA=N,Q;MT=Variable;AC=UNIMOD:7"	AC=MS:1001910;NT=LTQ Orbitrap Elite	not available	1 Da	Retina
