Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[sample type]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism]
PXD031829-Sample-28	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 28	proteomic profiling by mass spectrometry	20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample03.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-29	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 29	proteomic profiling by mass spectrometry	20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample04.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-30	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 30	proteomic profiling by mass spectrometry	20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample05.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-31	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 31	proteomic profiling by mass spectrometry	20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample06.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-32	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 32	proteomic profiling by mass spectrometry	20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample07.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-33	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 33	proteomic profiling by mass spectrometry	20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191009_coreQEP2_NiKr_LC12-19_SA_Orbi3322Sample08.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-34	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 34	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-35	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 35	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample02.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-36	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 36	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample03.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-37	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 37	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample04.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-38	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 38	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample05.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-39	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 39	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample06.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-40	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 40	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample07.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-41	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 41	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample08.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-42	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 42	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample09.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-43	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 43	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-44	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 44	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-45	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 45	proteomic profiling by mass spectrometry	20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191118_coreQEP2_NiKr_LC12-17_SA_Orbi3364Sample12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-46	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 46	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-47	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 47	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample02.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-48	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 48	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample03.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-49	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 49	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample04.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-50	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 50	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample05.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-51	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 51	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample06.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-52	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 52	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample07.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-53	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 53	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample08.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-54	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 54	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample09.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-55	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 55	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
