source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 26	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_52.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_52.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	52	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 27	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_54.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_54.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	54	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 28	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_55.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_55.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	55	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 29	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_56.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_56.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	56	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 30	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_57.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_57.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	57	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 31	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_58.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_58.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	58	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 32	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_59.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	59	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 33	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_60.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	60	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 34	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_61.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	61	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 35	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_64.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_64.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	64	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 36	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_66.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_66.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	66	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 37	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_67.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_67.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	67	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 38	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_68.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_68.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	68	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 39	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_69.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_69.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	69	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 40	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_70.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	70	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 41	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_72.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_72.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	72	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 42	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_73.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_73.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	73	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 43	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_74.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_74.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	74	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 44	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_75.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_75.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	75	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 45	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_76.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_76.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	76	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
PXD018678-Sample-1	Homo sapiens	heart	left ventricular	not available	not available	not available	not available	not available	not applicable	heart failure	not applicable	1	tissue	run 46	proteomic profiling by mass spectrometry	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_77.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD018678/20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_77.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	350 m/z	1650 m/z	77	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	20 ppm	heart
