source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD037340-Sample-10	Homo sapiens	blood plasma	10	not applicable	not available	not available	not available	not available	Normal	non depleted	10	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_a_002	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_a_002.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_a_002	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-10	Homo sapiens	blood plasma	10	not applicable	not available	not available	not available	not available	Normal	non depleted	10	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_b_018	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_b_018.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_b_018	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-10	Homo sapiens	blood plasma	10	not applicable	not available	not available	not available	not available	Normal	non depleted	10	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_c_034	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_c_034.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_01_0500uL_c_034	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-11	Homo sapiens	blood plasma	11	not applicable	not available	not available	not available	not available	Normal	non depleted	11	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_a_007	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_a_007.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_a_007	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-11	Homo sapiens	blood plasma	11	not applicable	not available	not available	not available	not available	Normal	non depleted	11	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_b_023	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_b_023.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_b_023	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-11	Homo sapiens	blood plasma	11	not applicable	not available	not available	not available	not available	Normal	non depleted	11	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_c_039	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_c_039.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_02_0500uL_c_039	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-12	Homo sapiens	blood plasma	12	not applicable	not available	not available	not available	not available	Normal	non depleted	12	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_a_012	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_a_012.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_a_012	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-12	Homo sapiens	blood plasma	12	not applicable	not available	not available	not available	not available	Normal	non depleted	12	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_b_028	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_b_028.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_b_028	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-12	Homo sapiens	blood plasma	12	not applicable	not available	not available	not available	not available	Normal	non depleted	12	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_c_044	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_c_044.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_Dir_M_03_0500uL_c_044	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-13	Homo sapiens	blood plasma	13	not applicable	not available	not available	not available	not available	Normal	non depleted	13	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_a_003	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_a_003.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_a_003	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-13	Homo sapiens	blood plasma	13	not applicable	not available	not available	not available	not available	Normal	non depleted	13	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_b_013	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_b_013.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_b_013	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-13	Homo sapiens	blood plasma	13	not applicable	not available	not available	not available	not available	Normal	non depleted	13	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_c_023	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_c_023.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_01_5uL_c_023	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-14	Homo sapiens	blood plasma	14	not applicable	not available	not available	not available	not available	Normal	non depleted	14	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_a_006	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_a_006.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_a_006	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-14	Homo sapiens	blood plasma	14	not applicable	not available	not available	not available	not available	Normal	non depleted	14	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_b_016	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_b_016.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_b_016	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-14	Homo sapiens	blood plasma	14	not applicable	not available	not available	not available	not available	Normal	non depleted	14	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_c_026	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_c_026.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_02_5uL_c_026	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-15	Homo sapiens	blood plasma	15	not applicable	not available	not available	not available	not available	Normal	non depleted	15	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_a_009	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_a_009.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_a_009	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-15	Homo sapiens	blood plasma	15	not applicable	not available	not available	not available	not available	Normal	non depleted	15	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_b_019	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_b_019.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_b_019	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-15	Homo sapiens	blood plasma	15	not applicable	not available	not available	not available	not available	Normal	non depleted	15	not applicable	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_c_029	proteomic profiling by mass spectrometer	20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_c_029.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220508_EXPL2_Evo7_OOE_DIA21min_PAC_R_03_5uL_c_029	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-16	Homo sapiens	blood plasma	16	not applicable	not available	not available	not available	not available	Normal	non depleted	16	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_a_030	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_a_030.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_a_030	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-16	Homo sapiens	blood plasma	16	not applicable	not available	not available	not available	not available	Normal	non depleted	16	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_b_039	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_b_039.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_b_039	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-16	Homo sapiens	blood plasma	16	not applicable	not available	not available	not available	not available	Normal	non depleted	16	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_c_048	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_c_048.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-R_pool_20uL_c_048	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-17	Homo sapiens	blood plasma	17	not applicable	not available	not available	not available	not available	Normal	non depleted	17	not applicable	20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_a_032	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_a_032.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_a_032	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-17	Homo sapiens	blood plasma	17	not applicable	not available	not available	not available	not available	Normal	non depleted	17	not applicable	20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_b_041	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_b_041.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_b_041	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-17	Homo sapiens	blood plasma	17	not applicable	not available	not available	not available	not available	Normal	non depleted	17	not applicable	20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_c_050	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_c_050.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA21min_PAC-R_pool_20uL_c_050	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-18	Homo sapiens	blood plasma	18	not applicable	not available	not available	not available	not available	Normal	non depleted	18	not applicable	20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_a_034	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_a_034.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_a_034	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-18	Homo sapiens	blood plasma	18	not applicable	not available	not available	not available	not available	Normal	non depleted	18	not applicable	20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_b_043	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_b_043.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_b_043	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-18	Homo sapiens	blood plasma	18	not applicable	not available	not available	not available	not available	Normal	non depleted	18	not applicable	20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_c_052	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_c_052.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA42min_PAC-R_pool_20uL_c_052	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
