source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[label]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[disease]
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 31	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS15.raw	1	31	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS15.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 32	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS16.raw	1	32	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS16.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS17.raw	1	33	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS17.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS18.raw	1	34	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS18.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS19.raw	1	35	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS19.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS20.raw	1	36	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS20.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS24.raw	1	37	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS24.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS02.raw	1	38	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS02.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS03.raw	1	39	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS03.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 40	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS04.raw	1	40	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS04.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS05.raw	1	41	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS05.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS06.raw	1	42	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS06.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS07.raw	1	43	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS07.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS08.raw	1	44	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS08.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS10.raw	1	45	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS10.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS11.raw	1	46	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS11.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS12.raw	1	47	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS12.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 48	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS13.raw	1	48	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS13.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 49	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS14.raw	1	49	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS14.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 50	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS15.raw	1	50	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS15.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 51	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS16.raw	1	51	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS16.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 52	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS17.raw	1	52	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS17.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 53	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS18.raw	1	53	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS18.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 54	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS19.raw	1	54	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS19.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 55	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS20.raw	1	55	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS20.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 56	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS21.raw	1	56	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS21.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 57	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS22.raw	1	57	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS22.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 58	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS23.raw	1	58	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS23.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 59	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS24.raw	1	59	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS24.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 60	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150918VS25.raw	1	60	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150918VS25.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 61	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20160208VS06.raw	1	61	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20160208VS06.raw	Meningioma
