source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD000865-Sample-34	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 765	proteomic profiling by mass spectrometry	00704_H07_P005216_B0H_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00704_H07_P005216_B0H_A00_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	testis
PXD000865-Sample-34	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 766	proteomic profiling by mass spectrometry	00704_H08_P005216_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00704_H08_P005216_B0P_A00_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	testis
PXD000865-Sample-34	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 767	proteomic profiling by mass spectrometry	00704_H09_P005216_B0x_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00704_H09_P005216_B0x_A00_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	testis
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 768	proteomic profiling by mass spectrometry	00705_A01_P005217_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_A01_P005217_B0A_A00_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 769	proteomic profiling by mass spectrometry	00705_A02_P005217_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_A02_P005217_B0I_A00_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 770	proteomic profiling by mass spectrometry	00705_A03_P005217_B0Q_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_A03_P005217_B0Q_A00_R2.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 771	proteomic profiling by mass spectrometry	00705_B01_P005217_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_B01_P005217_B0B_A00_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 772	proteomic profiling by mass spectrometry	00705_B02_P005217_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_B02_P005217_B0J_A00_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 773	proteomic profiling by mass spectrometry	00705_B03_P005217_B0R_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_B03_P005217_B0R_A00_R2.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 774	proteomic profiling by mass spectrometry	00705_C01_P005217_B0C_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_C01_P005217_B0C_A00_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 775	proteomic profiling by mass spectrometry	00705_C02_P005217_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_C02_P005217_B0K_A00_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 776	proteomic profiling by mass spectrometry	00705_C03_P005217_B0S_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_C03_P005217_B0S_A00_R2.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 777	proteomic profiling by mass spectrometry	00705_D01_P005217_B0D_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_D01_P005217_B0D_A00_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 778	proteomic profiling by mass spectrometry	00705_D02_P005217_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_D02_P005217_B0L_A00_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 779	proteomic profiling by mass spectrometry	00705_D03_P005217_B0T_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_D03_P005217_B0T_A00_R2.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 780	proteomic profiling by mass spectrometry	00705_E01_P005217_B0E_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_E01_P005217_B0E_A00_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 781	proteomic profiling by mass spectrometry	00705_E02_P005217_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_E02_P005217_B0M_A00_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 782	proteomic profiling by mass spectrometry	00705_E03_P005217_B0U_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_E03_P005217_B0U_A00_R2.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 783	proteomic profiling by mass spectrometry	00705_F01_P005217_B0F_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_F01_P005217_B0F_A00_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 784	proteomic profiling by mass spectrometry	00705_F02_P005217_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_F02_P005217_B0N_A00_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 785	proteomic profiling by mass spectrometry	00705_F03_P005217_B0V_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_F03_P005217_B0V_A00_R2.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 786	proteomic profiling by mass spectrometry	00705_G01_P005217_B0G_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_G01_P005217_B0G_A00_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 787	proteomic profiling by mass spectrometry	00705_G02_P005217_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_G02_P005217_B0O_A00_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 788	proteomic profiling by mass spectrometry	00705_G03_P005217_B0W_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_G03_P005217_B0W_A00_R2.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 789	proteomic profiling by mass spectrometry	00705_H01_P005217_B0H_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_H01_P005217_B0H_A00_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 790	proteomic profiling by mass spectrometry	00705_H02_P005217_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_H02_P005217_B0P_A00_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-35	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 791	proteomic profiling by mass spectrometry	00705_H03_P005217_B0x_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_H03_P005217_B0x_A00_R2.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-36	Homo sapiens	prostate gland	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 792	proteomic profiling by mass spectrometry	00705_A04_P005218_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_A04_P005218_B0A_A00_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	prostate gland
PXD000865-Sample-36	Homo sapiens	prostate gland	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 793	proteomic profiling by mass spectrometry	00705_A05_P005218_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_A05_P005218_B0I_A00_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	prostate gland
PXD000865-Sample-36	Homo sapiens	prostate gland	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 794	proteomic profiling by mass spectrometry	00705_A06_P005218_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_A06_P005218_B0Q_A00_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	prostate gland
PXD000865-Sample-36	Homo sapiens	prostate gland	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 795	proteomic profiling by mass spectrometry	00705_B04_P005218_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_B04_P005218_B0B_A00_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	prostate gland
PXD000865-Sample-36	Homo sapiens	prostate gland	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 796	proteomic profiling by mass spectrometry	00705_B05_P005218_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00705_B05_P005218_B0J_A00_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	prostate gland
