source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD021482-Sample 1	Homo sapiens	Brain	Medulloblastoma	White	6Y	not available	male	D283 Med	not applicable	1	cell	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200724_cell_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200724_cell_20.raw	2	20	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_7.raw	1	7	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_8.raw	1	8	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_9.raw	1	9	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_10.raw	1	10	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_11.raw	1	11	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_12.raw	1	12	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_13.raw	1	13	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_14.raw	1	14	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_15.raw	1	15	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_16.raw	1	16	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_17.raw	1	17	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_18.raw	1	18	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_19.raw	1	19	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200731_118_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200731_118_20.raw	1	20	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_6.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_7.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_8.raw	2	7	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_9.raw	2	8	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_10.raw	2	9	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_11.raw	2	10	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_12.raw	2	11	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_13.raw	2	12	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_14.raw	2	13	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_15.raw	2	14	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_16.raw	2	15	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_18.raw	2	16	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
PXD021482-Sample 2	Homo sapiens	Brain	Glioblastoma	White	50Y	not available	male	U-118 MG	not applicable	1	cell	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20200802_118_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD021482/20200802_118_19.raw	2	17	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Brain
