source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[fractionation method]	comment[file uri]	comment[precursor mass tolerance]	comment[fragment tolerance]	factor value[phenotype]
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 35	proteomic profiling by mass spectrometry	121102_CRC_T_Fr06.raw	5	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr06.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 36	proteomic profiling by mass spectrometry	121102_CRC_T_Fr07.raw	6	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr07.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 37	proteomic profiling by mass spectrometry	121102_CRC_T_Fr08.raw	7	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr08.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 38	proteomic profiling by mass spectrometry	121102_CRC_T_Fr09.raw	8	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr09.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 39	proteomic profiling by mass spectrometry	121102_CRC_T_Fr10.raw	9	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr10.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 40	proteomic profiling by mass spectrometry	121102_CRC_T_Fr11.raw	10	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr11.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 41	proteomic profiling by mass spectrometry	121102_CRC_T_Fr12.raw	11	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr12.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 42	proteomic profiling by mass spectrometry	121102_CRC_T_Fr13.raw	12	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr13.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 43	proteomic profiling by mass spectrometry	121102_CRC_T_Fr14.raw	13	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr14.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 44	proteomic profiling by mass spectrometry	121102_CRC_T_Fr15.raw	14	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr15.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 45	proteomic profiling by mass spectrometry	121102_CRC_T_Fr16.raw	15	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr16.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 46	proteomic profiling by mass spectrometry	121102_CRC_T_Fr17.raw	16	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr17.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 47	proteomic profiling by mass spectrometry	121102_CRC_T_Fr18.raw	17	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr18.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 48	proteomic profiling by mass spectrometry	121102_CRC_T_Fr19.raw	18	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr19.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 49	proteomic profiling by mass spectrometry	121102_CRC_T_Fr20.raw	19	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr20.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 50	proteomic profiling by mass spectrometry	121102_CRC_T_Fr21.raw	20	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr21.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 51	proteomic profiling by mass spectrometry	121102_CRC_T_Fr22.raw	21	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr22.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 52	proteomic profiling by mass spectrometry	121102_CRC_T_Fr23.raw	22	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr23.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 53	proteomic profiling by mass spectrometry	121102_CRC_T_Fr24.raw	23	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr24.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 54	proteomic profiling by mass spectrometry	121102_CRC_T_Fr25.raw	24	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr25.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 55	proteomic profiling by mass spectrometry	121102_CRC_T_Fr26.raw	25	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr26.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 56	proteomic profiling by mass spectrometry	121102_CRC_T_Fr27.raw	26	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr27.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 57	proteomic profiling by mass spectrometry	121102_CRC_T_Fr28.raw	27	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr28.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 58	proteomic profiling by mass spectrometry	121102_CRC_T_Fr29.raw	28	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr29.raw	10 ppm 	0.5 Da	Colorectal cancer
PXD005173-Sample-2	Homo sapiens	colon	not available	not available	not available	not available	Colorectal cancer	Colorectal cancer	1	not available	run 59	proteomic profiling by mass spectrometry	121102_CRC_T_Fr30.raw	29	label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121102_CRC_T_Fr30.raw	10 ppm 	0.5 Da	Colorectal cancer
