source Name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[individual]	assay name	comment[label]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	Material Type	factor value[cell line]
PXD008222-Sample 14	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	1	HCC1143	not available	run 85	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02227.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02227.raw	cell	HCC1143
PXD008222-Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	run 241	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02906.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02906.raw	cell	HCC1143
PXD008222-Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	run 242	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02907.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02907.raw	cell	HCC1143
PXD008222-Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	run 243	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02908.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02908.raw	cell	HCC1143
PXD008222-Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	run 244	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02909.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02909.raw	cell	HCC1143
PXD008222-Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	run 245	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02910.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02910.raw	cell	HCC1143
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 131	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02333.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02333.raw	cell	HCC1599
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 132	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02334.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02334.raw	cell	HCC1599
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 133	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02335.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02335.raw	cell	HCC1599
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 134	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02336.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02336.raw	cell	HCC1599
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 135	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02337.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02337.raw	cell	HCC1599
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 271	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02963.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02963.raw	cell	HCC1599
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 272	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02964.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02964.raw	cell	HCC1599
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 273	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02965.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02965.raw	cell	HCC1599
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 274	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02966.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02966.raw	cell	HCC1599
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 275	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02967.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02967.raw	cell	HCC1599
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 66	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01725.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01725.raw	cell	HCC1806
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 67	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01726.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01726.raw	cell	HCC1806
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 68	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01727.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01727.raw	cell	HCC1806
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 69	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01728.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01728.raw	cell	HCC1806
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 70	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01729.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01729.raw	cell	HCC1806
PXD008222-Sample 53	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 280	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02986.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02986.raw	cell	HCC1806
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 281	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02988.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02988.raw	cell	HCC1806
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 282	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02989.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02989.raw	cell	HCC1806
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 283	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02990.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02990.raw	cell	HCC1806
PXD008222-Sample 56	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 295	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03007.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03007.raw	cell	HCC1806
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 121	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02287.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02287.raw	cell	HCC1937
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 122	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02288.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02288.raw	cell	HCC1937
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 123	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02289.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02289.raw	cell	HCC1937
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 124	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02290.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02290.raw	cell	HCC1937
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 125	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02291.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02291.raw	cell	HCC1937
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	2	HCC1937	not available	run 284	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02992.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02992.raw	cell	HCC1937
PXD008222-Sample 55	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	2	HCC1937	not available	run 289	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02998.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02998.raw	cell	HCC1937
PXD008222-Sample 55	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	2	HCC1937	not available	run 290	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02999.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02999.raw	cell	HCC1937
PXD008222-Sample 56	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	2	HCC1937	not available	run 291	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03000.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03000.raw	cell	HCC1937
PXD008222-Sample 56	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	2	HCC1937	not available	run 292	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03001.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03001.raw	cell	HCC1937
PXD008222-Sample 36	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	1	HCC38	not available	run 191	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02460.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02460.raw	cell	HCC38
PXD008222-Sample 36	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	1	HCC38	not available	run 192	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02461.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02461.raw	cell	HCC38
PXD008222-Sample 36	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	1	HCC38	not available	run 193	AC=MS:1002038;NT=label free sample	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02462.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02462.raw	cell	HCC38
PXD008222-Sample 36	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	1	HCC38	not available	run 194	AC=MS:1002038;NT=label free sample	1	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02463.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02463.raw	cell	HCC38
PXD008222-Sample 36	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	1	HCC38	not available	run 195	AC=MS:1002038;NT=label free sample	1	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02464.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02464.raw	cell	HCC38
PXD008222-Sample 58	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	2	HCC38	not available	run 301	AC=MS:1002038;NT=label free sample	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03015.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03015.raw	cell	HCC38
PXD008222-Sample 58	Homo sapiens	breast	adult	epithelial	Caucasian	50Y	female	primary ductal carcinoma	2	HCC38	not available	run 302	AC=MS:1002038;NT=label free sample	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03016.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	0.01 Da	30 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03016.raw	cell	HCC38
