source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD004352-Sample-23	Homo sapiens	Blood	72	dentritic cells	not available	not available	not available	not available	Normal	no depletion	72	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LPS_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LPS_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LPS_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-24	Homo sapiens	Blood	73	dentritic cells	not available	not available	not available	not available	Normal	no depletion	73	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-24	Homo sapiens	Blood	74	dentritic cells	not available	not available	not available	not available	Normal	no depletion	74	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-24	Homo sapiens	Blood	75	dentritic cells	not available	not available	not available	not available	Normal	no depletion	75	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_LTA_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-25	Homo sapiens	Blood	76	dentritic cells	not available	not available	not available	not available	Normal	no depletion	76	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-25	Homo sapiens	Blood	77	dentritic cells	not available	not available	not available	not available	Normal	no depletion	77	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-25	Homo sapiens	Blood	78	dentritic cells	not available	not available	not available	not available	Normal	no depletion	78	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_PIC_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-26	Homo sapiens	Blood	79	dentritic cells	not available	not available	not available	not available	Normal	no depletion	79	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-26	Homo sapiens	Blood	80	dentritic cells	not available	not available	not available	not available	Normal	no depletion	80	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-26	Homo sapiens	Blood	81	dentritic cells	not available	not available	not available	not available	Normal	no depletion	81	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_R848_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-27	Homo sapiens	Blood	82	dentritic cells	not available	not available	not available	not available	Normal	no depletion	82	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-27	Homo sapiens	Blood	83	dentritic cells	not available	not available	not available	not available	Normal	no depletion	83	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-27	Homo sapiens	Blood	84	dentritic cells	not available	not available	not available	not available	Normal	no depletion	84	not available	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCplasmacytoid_ZYM_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	85	monocyte	not available	not available	not available	not available	Normal	no depletion	85	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	86	monocyte	not available	not available	not available	not available	Normal	no depletion	86	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	87	monocyte	not available	not available	not available	not available	Normal	no depletion	87	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	88	monocyte	not available	not available	not available	not available	Normal	no depletion	88	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	89	monocyte	not available	not available	not available	not available	Normal	no depletion	89	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	90	monocyte	not available	not available	not available	not available	Normal	no depletion	90	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	91	monocyte	not available	not available	not available	not available	Normal	no depletion	91	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	92	monocyte	not available	not available	not available	not available	Normal	no depletion	92	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	93	monocyte	not available	not available	not available	not available	Normal	no depletion	93	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	94	monocyte	not available	not available	not available	not available	Normal	no depletion	94	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	95	monocyte	not available	not available	not available	not available	Normal	no depletion	95	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	96	monocyte	not available	not available	not available	not available	Normal	no depletion	96	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	97	monocyte	not available	not available	not available	not available	Normal	no depletion	97	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	98	monocyte	not available	not available	not available	not available	Normal	no depletion	98	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	99	monocyte	not available	not available	not available	not available	Normal	no depletion	99	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
