source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD004352-Sample-28	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-28	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	1	no applicable	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	1	no applicable	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	7	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	1	no applicable	AC=MS:1002038;NT=label free sample	8	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	9	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-29	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05_150823130511	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05_150823130511.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05_150823130511.raw	1	no applicable	AC=MS:1002038;NT=label free sample	10	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-30	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-30	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-30	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-30	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-30	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04_150824192822	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04_150824192822.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04_150824192822.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_05_150824220006.raw	1	no applicable	AC=MS:1002038;NT=label free sample	7	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-31	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_06.raw	1	no applicable	AC=MS:1002038;NT=label free sample	8	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
