source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-110.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	10	1	200ngHela-MudPIT-v1-110.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-201.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	200ngHela-MudPIT-v1-201.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-202.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	2	200ngHela-MudPIT-v1-202.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-203.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	2	200ngHela-MudPIT-v1-203.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-204.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	4	2	200ngHela-MudPIT-v1-204.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-205.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	5	2	200ngHela-MudPIT-v1-205.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 40	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-206.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	6	2	200ngHela-MudPIT-v1-206.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-207.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	7	2	200ngHela-MudPIT-v1-207.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-208.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	8	2	200ngHela-MudPIT-v1-208.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-209.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	9	2	200ngHela-MudPIT-v1-209.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-210.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	10	2	200ngHela-MudPIT-v1-210.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-301.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	200ngHela-MudPIT-v1-301.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-302.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	3	200ngHela-MudPIT-v1-302.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-303.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	3	200ngHela-MudPIT-v1-303.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 48	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-304.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	4	3	200ngHela-MudPIT-v1-304.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 49	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-305.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	5	3	200ngHela-MudPIT-v1-305.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 50	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-306.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	6	3	200ngHela-MudPIT-v1-306.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 51	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-307.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	7	3	200ngHela-MudPIT-v1-307.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 52	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-308.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	8	3	200ngHela-MudPIT-v1-308.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 53	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-309.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	9	3	200ngHela-MudPIT-v1-309.raw	HeLa
PXD009875-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	10	not available	cell line	run 54	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/200ngHela-MudPIT-v1-310.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	10	3	200ngHela-MudPIT-v1-310.raw	HeLa
PXD009875-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	11	not available	cell line	run 55	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_120min-1.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6_19um-50um-15cm_120min-1.raw	HeLa
PXD009875-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	11	not available	cell line	run 56	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_120min-4.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6_19um-50um-15cm_120min-4.raw	HeLa
PXD009875-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	11	not available	cell line	run 57	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_120min-7.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6_19um-50um-15cm_120min-7.raw	HeLa
PXD009875-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	12	not available	cell line	run 58	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_240min-1.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6_19um-50um-15cm_240min-1.raw	HeLa
PXD009875-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	12	not available	cell line	run 59	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_240min-4.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6_19um-50um-15cm_240min-4.raw	HeLa
PXD009875-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	12	not available	cell line	run 60	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_240min-7.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6_19um-50um-15cm_240min-7.raw	HeLa
PXD009875-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	13	not available	cell line	run 61	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_360min-1_170918122241.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6_19um-50um-15cm_360min-1_170918122241.raw	HeLa
PXD009875-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	13	not available	cell line	run 62	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_360min-4.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6_19um-50um-15cm_360min-4.raw	HeLa
PXD009875-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	13	not available	cell line	run 63	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_19um-50um-15cm_360min-7.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6_19um-50um-15cm_360min-7.raw	HeLa
PXD009875-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	14	not available	cell line	run 64	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-120-1.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-120-1.raw	HeLa
PXD009875-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	14	not available	cell line	run 65	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-120-2.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-120-2.raw	HeLa
PXD009875-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	14	not available	cell line	run 66	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-120-3.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-120-3.raw	HeLa
PXD009875-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	15	not available	cell line	run 67	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-240-1.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-240-1.raw	HeLa
