source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[HiRIEF PH range]	characteristics[mass]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 192	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr48.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr48.raw	48	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 193	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr49.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr49.raw	49	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 194	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr50.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr50.raw	50	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 195	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr51.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr51.raw	51	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 196	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr52.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr52.raw	52	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 197	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr53.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr53.raw	53	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 198	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr54.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr54.raw	54	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 199	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr55.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr55.raw	55	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 200	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr56.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr56.raw	56	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 201	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr57.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr57.raw	57	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 202	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr58.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr58.raw	58	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 203	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr59.raw	59	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 204	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr60.raw	60	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 205	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr61.raw	61	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 206	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr62.raw	62	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 207	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr63.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr63.raw	63	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 208	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr64.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr64.raw	64	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 209	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr65.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr65.raw	65	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 210	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr66.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr66.raw	66	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 211	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr67.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr67.raw	67	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 212	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr68.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr68.raw	68	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 213	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr69.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr69.raw	69	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 214	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr70.raw	70	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 215	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr71.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr71.raw	71	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	3	3.7-4.05	0.6mg	run 216	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG370-405_600ug_7of15_fr72.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG370-405_600ug_7of15_fr72.raw	72	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 217	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr01.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 218	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr02.raw	2	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 219	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr03.raw	3	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 220	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr04.raw	4	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 221	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr05.raw	5	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 222	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr06.raw	6	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-4	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	4	4.0-4.25	1mg	run 223	proteomic profiling by mass spectrometer	MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_140629_IPG400-425_1000ug_7of15_fr07.raw	7	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
