source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_28_150416202651	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_F14_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_F14_3.raw	28	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_29	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M2_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M2_1.raw	29	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_30	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M2_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M2_2.raw	30	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_31	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M2_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M2_3.raw	31	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_32	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M10_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M10_1.raw	32	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_33	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M10_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M10_2.raw	33	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_34	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M10_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M10_3.raw	34	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_35_150417004456	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M11_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M11_1.raw	35	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_36	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M11_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M11_2.raw	36	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_37	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M11_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M11_3.raw	37	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_38	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M18_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M18_1.raw	38	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_39_150416234024	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M18_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M18_2.raw	39	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_40	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M18_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M18_3.raw	40	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_41_150416230806	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M20_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M20_1.raw	41	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_42	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M20_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M20_2.raw	42	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_43	proteomic profiling by mass spectrometry	20160112_QEp1_LC7_PhGe_SA_M20_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20160112_QEp1_LC7_PhGe_SA_M20_3.raw	43	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_44	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PG_4_53_M1_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PG_4_53_M1_1.raw	44	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_45	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PG_4_53_M1_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PG_4_53_M1_2.raw	45	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_46	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M1_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M1_3.raw	46	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-1	Homo sapiens	Blood serum	1	not applicable	not available	not available	not available	not available	normal	depletion	1	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_DT_48	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M2_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M2_1.raw	48	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_1	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M2_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M2_2.raw	1	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_2	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M2_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M2_3.raw	2	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_4	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M3_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M3_1.raw	4	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_5	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M3_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M3_2.raw	5	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_6	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M3_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M3_3.raw	6	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_8	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M4_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M4_1.raw	8	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_9	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M4_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M4_2.raw	9	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
