										Triplicados	Vuelvo a empezar?																
20150414_QEp1_LC7_GaPI_SA_Serum_LH_6	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	6	27	Tissue	I_SA_Serum_LH_6	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_7	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	7	27	Tissue	I_SA_Serum_LH_7	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_8	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	8	27	Tissue	I_SA_Serum_LH_8	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_9	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	9	27	Tissue	I_SA_Serum_LH_9	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_10	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	10	27	Tissue	I_SA_Serum_LH_10	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_11	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	11	27	Tissue	I_SA_Serum_LH_11	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_12_150416205909	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	12	27	Tissue	I_SA_Serum_LH_12_150416205909	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_13	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	13	27	Tissue	I_SA_Serum_LH_13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_14	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	14	27	Tissue	I_SA_Serum_LH_14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_15	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	15	27	Tissue	I_SA_Serum_LH_15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_16	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	16	27	Tissue	I_SA_Serum_LH_16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_17	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	17	27	Tissue	I_SA_Serum_LH_17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_18	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	18	27	Tissue	I_SA_Serum_LH_18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_19	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	19	27	Tissue	I_SA_Serum_LH_19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_20	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	20	27	Tissue	I_SA_Serum_LH_20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_21_150417001242	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	21	27	Tissue	I_SA_Serum_LH_21_150417001242	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_22	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	22	27	Tissue	I_SA_Serum_LH_22	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_23_150416220343	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	23	27	Tissue	I_SA_Serum_LH_23_150416220343	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_24	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	24	27	Tissue	I_SA_Serum_LH_24	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_25	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	25	27	Tissue	I_SA_Serum_LH_25	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_26	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	26	27	Tissue	I_SA_Serum_LH_26	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_27	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	27	27	Tissue	I_SA_Serum_LH_27	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_28	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	28	27	Tissue	I_SA_Serum_LH_28	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_29	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	29	27	Tissue	I_SA_Serum_LH_29	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_30	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	30	27	Tissue	I_SA_Serum_LH_30	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_31	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	31	27	Tissue	I_SA_Serum_LH_31	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_32	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	32	27	Tissue	I_SA_Serum_LH_32	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_33	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	33	27	Tissue	I_SA_Serum_LH_33	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_34	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	34	27	Tissue	I_SA_Serum_LH_34	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_35_150416184956	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	35	27	Tissue	I_SA_Serum_LH_35_150416184956	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_36	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	36	27	Tissue	I_SA_Serum_LH_36	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_37	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	37	27	Tissue	I_SA_Serum_LH_37	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_38	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	38	27	Tissue	I_SA_Serum_LH_38	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_39	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	39	27	Tissue	I_SA_Serum_LH_39	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_40	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	40	27	Tissue	I_SA_Serum_LH_40	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_41_150416192215	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	41	27	Tissue	I_SA_Serum_LH_41_150416192215	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_42	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	42	27	Tissue	I_SA_Serum_LH_42	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_43	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	43	27	Tissue	I_SA_Serum_LH_43	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_44	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	44	27	Tissue	I_SA_Serum_LH_44	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_45	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	45	27	Tissue	I_SA_Serum_LH_45	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_46	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	46	27	Tissue	I_SA_Serum_LH_46	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_47	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	47	27	Tissue	I_SA_Serum_LH_47	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
20150414_QEp1_LC7_GaPI_SA_Serum_LH_48	Homo sapiens	Serum	not available	not available	not applicable	not applicable	not available	Healthy	Alive	48	27	Tissue	I_SA_Serum_LH_48	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_96LH.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_96LH.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation	NT=Trypsin and LysC	not available	not available	not available	Alive
