source name	characteristics[organism]	characteristics[cell line]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell count]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell count]
PXD054944-Sample-34	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	34	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_34.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_34.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-35	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	35	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_35.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_35.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-36	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	36	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_36.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_36.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-37	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	37	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_37.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_37.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-38	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	38	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_38.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_38.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-39	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	39	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_39.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_39.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-40	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	40	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_40.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_40.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-41	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	41	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_41.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_41.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-42	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	42	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_42.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_42.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-43	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	43	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_43.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_43.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-44	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	44	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_44.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_44.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-45	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	45	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_45.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_45.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-46	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	46	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_46.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_46.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-47	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	47	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_47.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_47.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-48	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	48	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_48.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_48.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-49	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	49	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_49.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_49.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-50	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	50	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_50.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_50.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-51	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	51	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_51.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_51.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-52	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	52	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_52.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_52.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-53	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	53	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_53.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_53.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-54	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	54	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_54.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_54.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-55	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	55	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_55.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_55.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-56	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	56	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_56.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_56.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-57	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	57	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_57.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_57.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-58	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	58	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_58.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_58.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-59	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	59	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_59.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_59.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-60	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	60	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_60.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_60.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-61	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	61	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_61.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_61.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-62	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	62	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_62.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_62.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-63	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	63	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_63.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_63.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-64	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	64	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_64.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_64.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-65	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	65	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_65.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_65.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-66	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	66	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_66.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_66.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-67	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	67	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_67.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_67.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
