source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	characteristics[quality]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000242-Sample-12	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-13	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-14	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-15	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-16	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-17	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-18	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-19	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-20	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run40	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f15.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f15.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PQM4repT1ENfsWIzYFlEN0b6awFV0JeFR5LRI76MN4jw7lOJ6gP1LwZag5GeZcb6rYYP0MzmFwCmOtA-bpwJ-wMWcW~79FfnFfSBKhtsqHDtzEbyyLcZx9XQA01RWyg3T3VoOMEOyei0caw-1vqNq91PZfHAZN15qMXsjNxMI8auZ5QFK1h5o5HfhdNQTLxKy8YXZrPceROxqRG-WTVKbiHtJzJRF~zWbdF6LjyTZmAHo4W0Eyn2BYrsy5TzIDCOQF7zmba3ZgtaFpxy8uuGJE4D8iteXjFduWYH1Wi7KVjcuh7SbB4Dc-XcYnnVpR8aKVCNiCE2VHA0oeWYjlsS9w__	1	15	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-11	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run41	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f16.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f16.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GqHMDuzEWmeDk9N5hyAzZjvEnmNg3dR5OEXNJBCjNwESjLtEXOGCGxKXN7-gQugeHkBt3IU0lP90kKdvHxTW2HfFmRJqaT12ZY0vRDbnwCj7CdR6kRD9a5eY7YshPOFuZS5YBmAc4WqCK1qoDoVe8XhSwdT208~ubOPP6vNXJrIqeNREgVB88~xl9M9L0ir8Gh9OPPKVzvy35P-F3SZ7p16s-3Lrk66XjbuIOBLAPNO1O1naeZhnOnr-ngWkp1UP1MPowIg1B7xauLfIz5zy3UN2YJ2kgldIMq35Bo0ThLZlJi-Lb94v7guTcEPqQnXU1Z3tZHmMCxNFYJaAeByHRQ__	1	16	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-12	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run41	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f16.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f16.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GqHMDuzEWmeDk9N5hyAzZjvEnmNg3dR5OEXNJBCjNwESjLtEXOGCGxKXN7-gQugeHkBt3IU0lP90kKdvHxTW2HfFmRJqaT12ZY0vRDbnwCj7CdR6kRD9a5eY7YshPOFuZS5YBmAc4WqCK1qoDoVe8XhSwdT208~ubOPP6vNXJrIqeNREgVB88~xl9M9L0ir8Gh9OPPKVzvy35P-F3SZ7p16s-3Lrk66XjbuIOBLAPNO1O1naeZhnOnr-ngWkp1UP1MPowIg1B7xauLfIz5zy3UN2YJ2kgldIMq35Bo0ThLZlJi-Lb94v7guTcEPqQnXU1Z3tZHmMCxNFYJaAeByHRQ__	1	16	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-13	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run41	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f16.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f16.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GqHMDuzEWmeDk9N5hyAzZjvEnmNg3dR5OEXNJBCjNwESjLtEXOGCGxKXN7-gQugeHkBt3IU0lP90kKdvHxTW2HfFmRJqaT12ZY0vRDbnwCj7CdR6kRD9a5eY7YshPOFuZS5YBmAc4WqCK1qoDoVe8XhSwdT208~ubOPP6vNXJrIqeNREgVB88~xl9M9L0ir8Gh9OPPKVzvy35P-F3SZ7p16s-3Lrk66XjbuIOBLAPNO1O1naeZhnOnr-ngWkp1UP1MPowIg1B7xauLfIz5zy3UN2YJ2kgldIMq35Bo0ThLZlJi-Lb94v7guTcEPqQnXU1Z3tZHmMCxNFYJaAeByHRQ__	1	16	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-14	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run41	proteomic profiling by mass spectrometry	02CPTAC_CompRef_W_BI_20161028_BL_f16.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/02CPTAC_CompRef_W_BI_20161028_BL_f16.raw?Expires=1685861450&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GqHMDuzEWmeDk9N5hyAzZjvEnmNg3dR5OEXNJBCjNwESjLtEXOGCGxKXN7-gQugeHkBt3IU0lP90kKdvHxTW2HfFmRJqaT12ZY0vRDbnwCj7CdR6kRD9a5eY7YshPOFuZS5YBmAc4WqCK1qoDoVe8XhSwdT208~ubOPP6vNXJrIqeNREgVB88~xl9M9L0ir8Gh9OPPKVzvy35P-F3SZ7p16s-3Lrk66XjbuIOBLAPNO1O1naeZhnOnr-ngWkp1UP1MPowIg1B7xauLfIz5zy3UN2YJ2kgldIMq35Bo0ThLZlJi-Lb94v7guTcEPqQnXU1Z3tZHmMCxNFYJaAeByHRQ__	1	16	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
