source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[fraction identifier]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD005481-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL410_JL405_HeLa_2000ng_FastMSMS_136_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL410_JL405_HeLa_2000ng_FastMSMS_136_01.raw	HeLa
PXD005481-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 22	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL410_JL405_HeLa_2000ng_FastMSMS_136_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL410_JL405_HeLa_2000ng_FastMSMS_136_02.raw	HeLa
PXD005481-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 23	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL410_JL405_HeLa_2000ng_FastMSMS_136_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL410_JL405_HeLa_2000ng_FastMSMS_136_03.raw	HeLa
PXD005481-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL414_JL405_HeLa_2000ng_FastMSMS_Rep2_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL414_JL405_HeLa_2000ng_FastMSMS_Rep2_01.raw	HeLa
PXD005481-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL414_JL405_HeLa_2000ng_FastMSMS_Rep2_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL414_JL405_HeLa_2000ng_FastMSMS_Rep2_02.raw	HeLa
PXD005481-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL414_JL405_HeLa_2000ng_FastMSMS_Rep2_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL414_JL405_HeLa_2000ng_FastMSMS_Rep2_03.raw	HeLa
PXD005481-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL417_JL415_HeLa_2000ng_FastMSMS_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL417_JL415_HeLa_2000ng_FastMSMS_01.raw	HeLa
PXD005481-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL417_JL415_HeLa_2000ng_FastMSMS_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL417_JL415_HeLa_2000ng_FastMSMS_02.raw	HeLa
PXD005481-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL417_JL415_HeLa_2000ng_FastMSMS_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL417_JL415_HeLa_2000ng_FastMSMS_03.raw	HeLa
PXD005481-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL418_JL415_HeLa_2000ng_FastMSMS_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL418_JL415_HeLa_2000ng_FastMSMS_01.raw	HeLa
PXD005481-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 40	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL418_JL415_HeLa_2000ng_FastMSMS_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL418_JL415_HeLa_2000ng_FastMSMS_02.raw	HeLa
PXD005481-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL418_JL415_HeLa_2000ng_FastMSMS_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL418_JL415_HeLa_2000ng_FastMSMS_03.raw	HeLa
PXD005481-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL419_JL415_HeLa_2000ng_FastMSMS_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL419_JL415_HeLa_2000ng_FastMSMS_01.raw	HeLa
PXD005481-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL419_JL415_HeLa_2000ng_FastMSMS_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL419_JL415_HeLa_2000ng_FastMSMS_02.raw	HeLa
PXD005481-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL419_JL415_HeLa_2000ng_FastMSMS_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL419_JL415_HeLa_2000ng_FastMSMS_03.raw	HeLa
PXD005481-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL420_JL415_HeLa_2000ng_FastMSMS_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL420_JL415_HeLa_2000ng_FastMSMS_01.raw	HeLa
PXD005481-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL420_JL415_HeLa_2000ng_FastMSMS_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000566	NT=Trypsin;AC=MS:1001252	NT=Q Exactive;AC=MS:1001912	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL420_JL415_HeLa_2000ng_FastMSMS_02.raw	HeLa
PXD005481-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL420_JL415_HeLa_2000ng_FastMSMS_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000567	NT=Trypsin;AC=MS:1001253	NT=Q Exactive;AC=MS:1001913	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL420_JL415_HeLa_2000ng_FastMSMS_03.raw	HeLa
PXD005481-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	17	cell line	run 48	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL421_JL415_HeLa_2000ng_FastMSMS_01.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000568	NT=Trypsin;AC=MS:1001254	NT=Q Exactive;AC=MS:1001914	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	JL421_JL415_HeLa_2000ng_FastMSMS_01.raw	HeLa
PXD005481-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	17	cell line	run 49	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL421_JL415_HeLa_2000ng_FastMSMS_02.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000569	NT=Trypsin;AC=MS:1001255	NT=Q Exactive;AC=MS:1001915	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	2	JL421_JL415_HeLa_2000ng_FastMSMS_02.raw	HeLa
PXD005481-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	17	cell line	run 50	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD005481/JL421_JL415_HeLa_2000ng_FastMSMS_03.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000570	NT=Trypsin;AC=MS:1001256	NT=Q Exactive;AC=MS:1001916	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	3	JL421_JL415_HeLa_2000ng_FastMSMS_03.raw	HeLa
