source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[origin]	characteristics[individual]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[cell part]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD026135-Sample 32	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 32	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_b.raw	5	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 33	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 33	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_c.raw	5	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 34	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 34	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_a.raw	6	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 35	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 35	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_b.raw	6	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 36	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 36	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_c.raw	6	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 37	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 37	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_a.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 38	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 38	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_b.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 39	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 39	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F1_c.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 40	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 40	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_a.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 41	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 41	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_b.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 42	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 42	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F2_c.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 43	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 43	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_a.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 44	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 44	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_b.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 45	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 45	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F3_c.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 46	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 46	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_a.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 47	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 47	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_b.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 48	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 48	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F4_c.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 49	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 49	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_a.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 50	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 50	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_b.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 51	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 51	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F5_c.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 52	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 52	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_a.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 53	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 53	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_b.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 54	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 54	proteomic profiling by mass spectrometer	20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181121_rmi049_75idPLRPS_APA_Treg_Cyto_F6_c.raw		nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
