source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	characteristics[technology type]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[organism part]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 38	proteomic profiling by mass spectrometry	RPE-Choroid_3085_02.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_02.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 39	proteomic profiling by mass spectrometry	RPE-Choroid_3085_03.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_03.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 40	proteomic profiling by mass spectrometry	RPE-Choroid_3085_04.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_04.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 41	proteomic profiling by mass spectrometry	RPE-Choroid_3085_05.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_05.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 42	proteomic profiling by mass spectrometry	RPE-Choroid_3085_06.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_06.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 43	proteomic profiling by mass spectrometry	RPE-Choroid_3085_07.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_07.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 44	proteomic profiling by mass spectrometry	RPE-Choroid_3085_08.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_08.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 45	proteomic profiling by mass spectrometry	RPE-Choroid_3085_09.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_09.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 46	proteomic profiling by mass spectrometry	RPE-Choroid_3085_10.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_10.raw	1	10	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 47	proteomic profiling by mass spectrometry	RPE-Choroid_3085_11.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_11.raw	1	11	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 48	proteomic profiling by mass spectrometry	RPE-Choroid_3085_12.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_12.raw	1	12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 49	proteomic profiling by mass spectrometry	RPE-Choroid_6939_01.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_01.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 50	proteomic profiling by mass spectrometry	RPE-Choroid_6939_02.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_02.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 51	proteomic profiling by mass spectrometry	RPE-Choroid_6939_03.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_03.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 52	proteomic profiling by mass spectrometry	RPE-Choroid_6939_04.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_04.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 53	proteomic profiling by mass spectrometry	RPE-Choroid_6939_05.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_05.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 54	proteomic profiling by mass spectrometry	RPE-Choroid_6939_06.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_06.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 55	proteomic profiling by mass spectrometry	RPE-Choroid_6939_07.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_07.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 56	proteomic profiling by mass spectrometry	RPE-Choroid_6939_08.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_08.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 57	proteomic profiling by mass spectrometry	RPE-Choroid_6939_09.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_09.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 58	proteomic profiling by mass spectrometry	RPE-Choroid_6939_10.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_10.raw	1	10	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 59	proteomic profiling by mass spectrometry	RPE-Choroid_6939_11.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_11.raw	1	11	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-5	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	5	organism part	run 60	proteomic profiling by mass spectrometry	RPE-Choroid_6939_12.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_6939_12.raw	1	12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
