source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[fraction identifier]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD004940-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151118_Q_Hela_06_02_50cm_HCD_IT_EasySpray_90min_2000ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	151118_Q_Hela_06_02_50cm_HCD_IT_EasySpray_90min_2000ng.raw	HeLa
PXD004940-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151118_Q_Hela_06_03_50cm_HCD_IT_EasySpray_90min_2000ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	151118_Q_Hela_06_03_50cm_HCD_IT_EasySpray_90min_2000ng.raw	HeLa
PXD004940-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 32	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151118_Q_Hela_06_01_50cm_HCD_IT_EasySpray_90min_4000ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	151118_Q_Hela_06_01_50cm_HCD_IT_EasySpray_90min_4000ng.raw	HeLa
PXD004940-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151118_Q_Hela_06_02_50cm_HCD_IT_EasySpray_90min_4000ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	151118_Q_Hela_06_02_50cm_HCD_IT_EasySpray_90min_4000ng.raw	HeLa
PXD004940-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151118_Q_Hela_06_03_50cm_HCD_IT_EasySpray_90min_4000ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	151118_Q_Hela_06_03_50cm_HCD_IT_EasySpray_90min_4000ng.raw	HeLa
PXD004940-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151119_Q_Hela_01_01_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	151119_Q_Hela_01_01_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN.raw	HeLa
PXD004940-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151119_Q_Hela_01_02_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	151119_Q_Hela_01_02_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN.raw	HeLa
PXD004940-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/151119_Q_Hela_01_03_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	151119_Q_Hela_01_03_1ug_50cm_HCD_IT_EasySpray_240min_3_ACN.raw	HeLa
PXD004940-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 40	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/160719_Q_QC2H_ESES_01_01_Hela_1ug_1e5.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	160719_Q_QC2H_ESES_01_01_Hela_1ug_1e5.raw	HeLa
PXD004940-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/160719_S_ESES_01_02_Hela_1ug_1e5.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	160719_S_ESES_01_02_Hela_1ug_1e5.raw	HeLa
PXD004940-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/160719_S_ESES_01_03_Hela_1ug_1e5.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	160719_S_ESES_01_03_Hela_1ug_1e5.raw	HeLa
PXD004940-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/160719_S_ESES_02_01_Hela_1ug_4e5.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	160719_S_ESES_02_01_Hela_1ug_4e5.raw	HeLa
PXD004940-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/160719_S_ESES_02_02_Hela_1ug_4e5.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	160719_S_ESES_02_02_Hela_1ug_4e5.raw	HeLa
PXD004940-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004940/160719_S_ESES_02_03_Hela_1ug_4e5.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	160719_S_ESES_02_03_Hela_1ug_4e5.raw	HeLa
