source Name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[disease]
PXD008973-Sample-14	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 41	proteomic profiling by mass spectrometry	170428_Th17_24h_4_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_24h_4_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-14	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 42	proteomic profiling by mass spectrometry	170428_Th17_24h_4_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_24h_4_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-15	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 43	proteomic profiling by mass spectrometry	170428_Th17_24h_5_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_24h_5_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-15	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 44	proteomic profiling by mass spectrometry	170428_Th17_24h_5_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_24h_5_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-15	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 45	proteomic profiling by mass spectrometry	170428_Th17_24h_5_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_24h_5_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-16	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	1	plasma	run 46	proteomic profiling by mass spectrometry	170503_Th17_72h_1_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_1_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-16	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	1	plasma	run 47	proteomic profiling by mass spectrometry	170503_Th17_72h_1_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_1_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-16	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	1	plasma	run 48	proteomic profiling by mass spectrometry	170503_Th17_72h_1_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_1_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-17	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	2	plasma	run 49	proteomic profiling by mass spectrometry	170503_Th17_72h_2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_2_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-17	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	2	plasma	run 50	proteomic profiling by mass spectrometry	170503_Th17_72h_2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_2_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-17	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	2	plasma	run 51	proteomic profiling by mass spectrometry	170503_Th17_72h_2_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_2_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-18	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	3	plasma	run 52	proteomic profiling by mass spectrometry	170503_Th17_72h_3_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_3_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-18	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	3	plasma	run 53	proteomic profiling by mass spectrometry	170503_Th17_72h_3_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_3_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-18	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	3	plasma	run 54	proteomic profiling by mass spectrometry	170503_Th17_72h_3_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Th17_72h_3_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-19	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 55	proteomic profiling by mass spectrometry	170428_Th17_72h_4_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_72h_4_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-19	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 56	proteomic profiling by mass spectrometry	170428_Th17_72h_4_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_72h_4_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-19	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 57	proteomic profiling by mass spectrometry	170428_Th17_72h_4_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_72h_4_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-20	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 58	proteomic profiling by mass spectrometry	170428_Th17_72h_5_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_72h_5_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-20	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 59	proteomic profiling by mass spectrometry	170428_Th17_72h_5_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_72h_5_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-20	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 60	proteomic profiling by mass spectrometry	170428_Th17_72h_5_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Th17_72h_5_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-21	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	1	plasma	run 61	proteomic profiling by mass spectrometry	170503_Thp_1_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_1_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-21	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	1	plasma	run 62	proteomic profiling by mass spectrometry	170503_Thp_1_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_1_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-21	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	1	plasma	run 63	proteomic profiling by mass spectrometry	170503_Thp_1_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_1_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-22	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	2	plasma	run 64	proteomic profiling by mass spectrometry	170503_Thp_2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_2_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-22	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	2	plasma	run 65	proteomic profiling by mass spectrometry	170503_Thp_2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_2_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-22	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	2	plasma	run 66	proteomic profiling by mass spectrometry	170503_Thp_2_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_2_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-23	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	3	plasma	run 67	proteomic profiling by mass spectrometry	170503_Thp_3_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_3_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-23	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	3	plasma	run 68	proteomic profiling by mass spectrometry	170503_Thp_3_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_3_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-23	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	3	plasma	run 69	proteomic profiling by mass spectrometry	170503_Thp_3_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170503_Thp_3_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-24	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 70	proteomic profiling by mass spectrometry	170428_Thp_4_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Thp_4_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-24	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 71	proteomic profiling by mass spectrometry	170428_Thp_4_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Thp_4_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-24	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	4	plasma	run 72	proteomic profiling by mass spectrometry	170428_Thp_4_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Thp_4_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-25	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 73	proteomic profiling by mass spectrometry	170428_Thp_5_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Thp_5_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-25	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 74	proteomic profiling by mass spectrometry	170428_Thp_5_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Thp_5_2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
PXD008973-Sample-25	homo sapiens	plasma	not available	not available	not applicable	T lymphocyte	not available	not available	5	plasma	run 75	proteomic profiling by mass spectrometry	170428_Thp_5_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD008973/170428_Thp_5_3.raw	3	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	T lymphocyte
