source name	characteristics[organism]	characteristics[cell line]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell count]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[isolation windows]	comment[ion injection times]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD049211-Sample-32	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	32	run 32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_32.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_32.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-33	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	33	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_33.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_33.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-34	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	34	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_34.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_34.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-35	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	35	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_35.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_35.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-36	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	36	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_36.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_36.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-37	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	37	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_37.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_37.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-38	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	38	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_38.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_38.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-39	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	39	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_39.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_39.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-40	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	40	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_40.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_40.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-41	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	41	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_41.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_41.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-42	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	42	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_42.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_42.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-43	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	43	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_43.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_43.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-44	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	44	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_44.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_44.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-45	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	45	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_45.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_45.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-46	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	46	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_46.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_46.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-47	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	47	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_47.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_47.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-48	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	48	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_48.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_48.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-49	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	1	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_01.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-50	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	2	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_02.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-51	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	3	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_03.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-52	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	4	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_04.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-53	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	5	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_05.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-54	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	6	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_06.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_06.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-55	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	7	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_07.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_07.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-56	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	8	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_08.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_08.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-57	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	9	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_09.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_09.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-58	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	10	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_10.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-59	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	11	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_11.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-60	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	12	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_12.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-61	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	13	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_13.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_13.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-62	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	14	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_14.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_14.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
