source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sampling site]	characteristics[ancestry category]	characteristics[sex]	characteristics[developmental stage]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[pooled sample]	assay name	technology type	comment[assay_id]	comment[label]	comment[channel_id]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[file uri]	comment[data file]	factor value[cell line]
MSV000085836-Sample-96	Homo sapiens	Lung	Lung large cell carcinoma	Lymph node	Caucasian	Male	Adult	43Y	disease cell type	NCI-H1299	CVCL_0060	1	not pooled	run 113	proteomic profiling by mass spectrometry	6	TMT129N	6	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05097_Prot_06_F05.raw	f05097_Prot_06_F05.raw	NCI-H1299
MSV000085836-Sample-97	Homo sapiens	Skin	Cutaneous melanoma	Skin	Caucasian	Male	Adult	51Y	disease cell type	SK-MEL-28	CVCL_0526	1	not pooled	run 113	proteomic profiling by mass spectrometry	6	TMT129C	7	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05097_Prot_06_F05.raw	f05097_Prot_06_F05.raw	SK-MEL-28
MSV000085836-Sample-98	Homo sapiens	Kidney	Kidney carcinoma; Papillary renal cell carcinoma	Kidney	Caucasian	Male	Elderly	69Y	disease cell type	CAKI-2	CVCL_0235	1	not pooled	run 113	proteomic profiling by mass spectrometry	6	TMT130N	8	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05097_Prot_06_F05.raw	f05097_Prot_06_F05.raw	CAKI-2
MSV000085836-Sample-99	Homo sapiens	Large Intestine	Colorectal carcinoma	Rectum	Caucasian	no available	Adult	54Y	disease cell type	HT55	CVCL_1294	1	not pooled	run 113	proteomic profiling by mass spectrometry	6	TMT130C	9	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05097_Prot_06_F05.raw	f05097_Prot_06_F05.raw	HT55
MSV000085836-Sample-100	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 113	proteomic profiling by mass spectrometry	6	TMT131	10	5	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05097_Prot_06_F05.raw	f05097_Prot_06_F05.raw	mixed
MSV000085836-Sample-91	Homo sapiens	Lung	Minimally invasive lung adenocarcinoma	Alveolus	Caucasian	Male	no available	no available	disease cell type	NCI-H358	CVCL_1559	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT126	1	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	NCI-H358
MSV000085836-Sample-92	Homo sapiens	Bladder	Urinary bladder carcinoma	Urinary bladder	Caucasian	Male	Adult	44Y	disease cell type	HT-1197	CVCL_1291	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT127N	2	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	HT-1197
MSV000085836-Sample-93	Homo sapiens	Liver	Adult hepatocellular carcinoma	Liver	Japanese	Male	Adult	57Y	disease cell type	HuH-7	CVCL_0336	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT127C	3	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	HuH-7
MSV000085836-Sample-94	Homo sapiens	Stomach	Gastric carcinoma	Lymph node	Japanese	no available	no available	no available	disease cell type	HGC-27	CVCL_1279	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT128N	4	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	HGC-27
MSV000085836-Sample-95	Homo sapiens	Lung	Small cell lung carcinoma	Pleural effusion	Caucasian	Female	Adult	50Y	disease cell type	DMS-273	CVCL_1176	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT128C	5	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	DMS-273
MSV000085836-Sample-96	Homo sapiens	Lung	Lung large cell carcinoma	Lymph node	Caucasian	Male	Adult	43Y	disease cell type	NCI-H1299	CVCL_0060	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT129N	6	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	NCI-H1299
MSV000085836-Sample-97	Homo sapiens	Skin	Cutaneous melanoma	Skin	Caucasian	Male	Adult	51Y	disease cell type	SK-MEL-28	CVCL_0526	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT129C	7	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	SK-MEL-28
MSV000085836-Sample-98	Homo sapiens	Kidney	Kidney carcinoma; Papillary renal cell carcinoma	Kidney	Caucasian	Male	Elderly	69Y	disease cell type	CAKI-2	CVCL_0235	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT130N	8	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	CAKI-2
MSV000085836-Sample-99	Homo sapiens	Large Intestine	Colorectal carcinoma	Rectum	Caucasian	no available	Adult	54Y	disease cell type	HT55	CVCL_1294	1	not pooled	run 114	proteomic profiling by mass spectrometry	6	TMT130C	9	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	HT55
MSV000085836-Sample-100	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 114	proteomic profiling by mass spectrometry	6	TMT131	10	6	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05098_Prot_06_F06.raw	f05098_Prot_06_F06.raw	mixed
MSV000085836-Sample-91	Homo sapiens	Lung	Minimally invasive lung adenocarcinoma	Alveolus	Caucasian	Male	no available	no available	disease cell type	NCI-H358	CVCL_1559	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT126	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	NCI-H358
MSV000085836-Sample-92	Homo sapiens	Bladder	Urinary bladder carcinoma	Urinary bladder	Caucasian	Male	Adult	44Y	disease cell type	HT-1197	CVCL_1291	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT127N	2	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	HT-1197
MSV000085836-Sample-93	Homo sapiens	Liver	Adult hepatocellular carcinoma	Liver	Japanese	Male	Adult	57Y	disease cell type	HuH-7	CVCL_0336	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT127C	3	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	HuH-7
MSV000085836-Sample-94	Homo sapiens	Stomach	Gastric carcinoma	Lymph node	Japanese	no available	no available	no available	disease cell type	HGC-27	CVCL_1279	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT128N	4	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	HGC-27
MSV000085836-Sample-95	Homo sapiens	Lung	Small cell lung carcinoma	Pleural effusion	Caucasian	Female	Adult	50Y	disease cell type	DMS-273	CVCL_1176	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT128C	5	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	DMS-273
MSV000085836-Sample-96	Homo sapiens	Lung	Lung large cell carcinoma	Lymph node	Caucasian	Male	Adult	43Y	disease cell type	NCI-H1299	CVCL_0060	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT129N	6	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	NCI-H1299
MSV000085836-Sample-97	Homo sapiens	Skin	Cutaneous melanoma	Skin	Caucasian	Male	Adult	51Y	disease cell type	SK-MEL-28	CVCL_0526	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT129C	7	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	SK-MEL-28
MSV000085836-Sample-98	Homo sapiens	Kidney	Kidney carcinoma; Papillary renal cell carcinoma	Kidney	Caucasian	Male	Elderly	69Y	disease cell type	CAKI-2	CVCL_0235	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT130N	8	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	CAKI-2
MSV000085836-Sample-99	Homo sapiens	Large Intestine	Colorectal carcinoma	Rectum	Caucasian	no available	Adult	54Y	disease cell type	HT55	CVCL_1294	1	not pooled	run 115	proteomic profiling by mass spectrometry	6	TMT130C	9	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	HT55
MSV000085836-Sample-100	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 115	proteomic profiling by mass spectrometry	6	TMT131	10	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05099_Prot_06_F07.raw	f05099_Prot_06_F07.raw	mixed
MSV000085836-Sample-91	Homo sapiens	Lung	Minimally invasive lung adenocarcinoma	Alveolus	Caucasian	Male	no available	no available	disease cell type	NCI-H358	CVCL_1559	1	not pooled	run 116	proteomic profiling by mass spectrometry	6	TMT126	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05100_Prot_06_F08.raw	f05100_Prot_06_F08.raw	NCI-H358
MSV000085836-Sample-92	Homo sapiens	Bladder	Urinary bladder carcinoma	Urinary bladder	Caucasian	Male	Adult	44Y	disease cell type	HT-1197	CVCL_1291	1	not pooled	run 116	proteomic profiling by mass spectrometry	6	TMT127N	2	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05100_Prot_06_F08.raw	f05100_Prot_06_F08.raw	HT-1197
MSV000085836-Sample-93	Homo sapiens	Liver	Adult hepatocellular carcinoma	Liver	Japanese	Male	Adult	57Y	disease cell type	HuH-7	CVCL_0336	1	not pooled	run 116	proteomic profiling by mass spectrometry	6	TMT127C	3	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/f05100_Prot_06_F08.raw	f05100_Prot_06_F08.raw	HuH-7
