source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[developmental stage]	Material Type	assay name	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[fractionation method]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 56	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_56.raw	1	56	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_56.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 57	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_57.raw	1	57	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_57.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 58	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_58.raw	1	58	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_58.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 59	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_59.raw	1	59	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_59.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 60	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_60.raw	1	60	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_60.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 61	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_61.raw	1	61	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_61.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 62	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_62_150118230431.raw	1	62	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_62_150118230431.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 63	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_63.raw	1	63	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_63.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_64.raw	1	64	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_64.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 65	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_65.raw	1	65	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_65.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_66.raw	1	66	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_66.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 67	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_67.raw	1	67	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_67.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_68.raw	1	68	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_68.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_69.raw	1	69	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_69.raw	HeLa
PXD004452-Sample-1	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	1	Adult	cell line	run 70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_70.raw	1	70	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_70.raw	HeLa
PXD004452-Sample-2	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	2	Adult	cell line	run 71	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_1.raw	HeLa
PXD004452-Sample-2	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	2	Adult	cell line	run 72	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_2.raw	HeLa
PXD004452-Sample-2	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	2	Adult	cell line	run 73	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_3.raw	HeLa
PXD004452-Sample-2	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	2	Adult	cell line	run 74	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_4.raw	HeLa
PXD004452-Sample-2	Homo Sapiens	Cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	2	Adult	cell line	run 75	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_5.raw	HeLa
