source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[subtype]	characteristics[biological replicate]	characteristics[individual]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[subtype]
PXD010429-Sample-67	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-126	tissue	run 835	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	8	1	TMT126	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-68	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-127	tissue	run 836	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	8	1	TMT127	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-69	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Mixed	2	SCC101	tissue	run 837	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	8	1	TMT128	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Mixed
PXD010429-Sample-70	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Redox B	2	SCC081	tissue	run 838	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	8	1	TMT129	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Redox B
PXD010429-Sample-71	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC008	tissue	run 839	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	8	1	TMT130	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-72	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC022	tissue	run 840	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx08-run2.raw	8	1	TMT131	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-67	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-126	tissue	run 841	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	9	1	TMT126	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-68	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-127	tissue	run 842	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	9	1	TMT127	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-69	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Mixed	2	SCC101	tissue	run 843	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	9	1	TMT128	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Mixed
PXD010429-Sample-70	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Redox B	2	SCC081	tissue	run 844	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	9	1	TMT129	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Redox B
PXD010429-Sample-71	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC008	tissue	run 845	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	9	1	TMT130	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-72	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC022	tissue	run 846	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx09-run2.raw	9	1	TMT131	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-67	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-126	tissue	run 847	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	10	1	TMT126	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-68	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-127	tissue	run 848	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	10	1	TMT127	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-69	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Mixed	2	SCC101	tissue	run 849	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	10	1	TMT128	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Mixed
PXD010429-Sample-70	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Redox B	2	SCC081	tissue	run 850	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	10	1	TMT129	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Redox B
PXD010429-Sample-71	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC008	tissue	run 851	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	10	1	TMT130	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-72	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC022	tissue	run 852	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx10-run2.raw	10	1	TMT131	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-67	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-126	tissue	run 853	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	11	1	TMT126	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-68	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-127	tissue	run 854	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	11	1	TMT127	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-69	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Mixed	2	SCC101	tissue	run 855	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	11	1	TMT128	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Mixed
PXD010429-Sample-70	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Redox B	2	SCC081	tissue	run 856	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	11	1	TMT129	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Redox B
PXD010429-Sample-71	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC008	tissue	run 857	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	11	1	TMT130	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-72	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC022	tissue	run 858	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx11-run2.raw	11	1	TMT131	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-67	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-126	tissue	run 859	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	12	1	TMT126	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-68	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	not applicable	2	Pool_TMT06-127	tissue	run 860	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	12	1	TMT127	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Norm
PXD010429-Sample-69	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Mixed	2	SCC101	tissue	run 861	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	12	1	TMT128	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Mixed
PXD010429-Sample-70	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Redox B	2	SCC081	tissue	run 862	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	12	1	TMT129	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Redox B
PXD010429-Sample-71	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC008	tissue	run 863	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	12	1	TMT130	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
PXD010429-Sample-72	Homo sapiens	lung	not available	not applicable	adult	squamous cell lung cancer	not available	not available	not available	Inflamed A	2	SCC022	tissue	run 864	proteomic profiling by mass spectrometry	20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010429/20160609_Haura-SCC-PG_TMT06-2-Fx12-run2.raw	12	1	TMT131	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT= TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT= TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.5 Da	Inflamed A
