source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[MS1 scan range]	comment[MS2 scan range]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD048325-Sample-27	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	27	not available	cell line	run 27	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C3_27.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C3_27.raw	HeLa
PXD048325-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	28	not available	cell line	run 28	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C4_28.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C4_28.raw	HeLa
PXD048325-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 29	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C5_29.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C5_29.raw	HeLa
PXD048325-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 30	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C6_30.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C6_30.raw	HeLa
PXD048325-Sample-31	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	31	not available	cell line	run 31	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C7_31.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C7_31.raw	HeLa
PXD048325-Sample-32	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	32	not available	cell line	run 32	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C8_32.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C8_32.raw	HeLa
PXD048325-Sample-33	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	33	not available	cell line	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C9_33.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C9_33.raw	HeLa
PXD048325-Sample-34	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	34	not available	cell line	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C10_34.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C10_34.raw	HeLa
PXD048325-Sample-35	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	35	not available	cell line	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C11_35.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C11_35.raw	HeLa
PXD048325-Sample-36	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	36	not available	cell line	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C12_36.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C12_36.raw	HeLa
PXD048325-Sample-37	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	37	not available	cell line	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D1_37.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D1_37.raw	HeLa
PXD048325-Sample-38	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	38	not available	cell line	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D2_38.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D2_38.raw	HeLa
PXD048325-Sample-39	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	39	not available	cell line	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D3_39.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D3_39.raw	HeLa
PXD048325-Sample-40	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	40	not available	cell line	run 40	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D4_40.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D4_40.raw	HeLa
PXD048325-Sample-41	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	41	not available	cell line	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D5_41.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D5_41.raw	HeLa
PXD048325-Sample-42	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	42	not available	cell line	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D6_42.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D6_42.raw	HeLa
PXD048325-Sample-43	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	43	not available	cell line	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D7_43.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D7_43.raw	HeLa
PXD048325-Sample-44	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	44	not available	cell line	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D8_44.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D8_44.raw	HeLa
PXD048325-Sample-45	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	45	not available	cell line	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D9_45.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D9_45.raw	HeLa
PXD048325-Sample-46	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	46	not available	cell line	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D10_46.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D10_46.raw	HeLa
PXD048325-Sample-47	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	47	not available	cell line	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D11_47.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D11_47.raw	HeLa
PXD048325-Sample-48	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	48	not available	cell line	run 48	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D12_48.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_D12_48.raw	HeLa
PXD048325-Sample-49	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	49	not available	cell line	run 49	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E1_49.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E1_49.raw	HeLa
PXD048325-Sample-50	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	50	not available	cell line	run 50	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E2_50.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E2_50.raw	HeLa
PXD048325-Sample-51	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	51	not available	cell line	run 51	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E3_51.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E3_51.raw	HeLa
PXD048325-Sample-52	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	52	not available	cell line	run 52	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E4_52.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E4_52.raw	HeLa
PXD048325-Sample-53	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	53	not available	cell line	run 53	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E5_53.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_E5_53.raw	HeLa
