source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD008468-Sample-186	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH11	proteomic profiling by mass spectrometry	Sample_26_GH11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008653Sample_26_GH11.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:192"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-187	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH2	proteomic profiling by mass spectrometry	Sample_26_GH2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008654Sample_26_GH2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:193"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-188	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH3	proteomic profiling by mass spectrometry	Sample_26_GH3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008655Sample_26_GH3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:194"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-189	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH4	proteomic profiling by mass spectrometry	Sample_26_GH4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008656Sample_26_GH4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:195"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-190	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH5	proteomic profiling by mass spectrometry	Sample_26_GH5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008657Sample_26_GH5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:196"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-191	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH6	proteomic profiling by mass spectrometry	Sample_26_GH6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008658Sample_26_GH6.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:197"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-192	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH7	proteomic profiling by mass spectrometry	Sample_26_GH7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008659Sample_26_GH7.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:198"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-193	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH8	proteomic profiling by mass spectrometry	Sample_26_GH8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008660Sample_26_GH8.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:199"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-194	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_26_GH9	proteomic profiling by mass spectrometry	Sample_26_GH9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008661Sample_26_GH9.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:200"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-195	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA10	proteomic profiling by mass spectrometry	Sample_27_GA10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008662Sample_27_GA10.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:201"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-196	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA11	proteomic profiling by mass spectrometry	Sample_27_GA11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008663Sample_27_GA11.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:202"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-197	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA2	proteomic profiling by mass spectrometry	Sample_27_GA2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008664Sample_27_GA2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:203"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-198	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA3	proteomic profiling by mass spectrometry	Sample_27_GA3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008665Sample_27_GA3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:204"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-199	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA4	proteomic profiling by mass spectrometry	Sample_27_GA4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008666Sample_27_GA4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:205"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-200	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA5	proteomic profiling by mass spectrometry	Sample_27_GA5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008667Sample_27_GA5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:206"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-201	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA6	proteomic profiling by mass spectrometry	Sample_27_GA6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008668Sample_27_GA6.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:207"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-202	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA7	proteomic profiling by mass spectrometry	Sample_27_GA7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008669Sample_27_GA7.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:208"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-203	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA8	proteomic profiling by mass spectrometry	Sample_27_GA8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008670Sample_27_GA8.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:209"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-204	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_27_GA9	proteomic profiling by mass spectrometry	Sample_27_GA9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008671Sample_27_GA9.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:210"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-205	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB10	proteomic profiling by mass spectrometry	Sample_28_GB10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008672Sample_28_GB10.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:211"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-206	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB11	proteomic profiling by mass spectrometry	Sample_28_GB11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008673Sample_28_GB11.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:212"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-207	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB2	proteomic profiling by mass spectrometry	Sample_28_GB2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008674Sample_28_GB2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:213"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-208	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB3	proteomic profiling by mass spectrometry	Sample_28_GB3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008675Sample_28_GB3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:214"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-209	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB4	proteomic profiling by mass spectrometry	Sample_28_GB4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008676Sample_28_GB4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:215"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-210	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB5	proteomic profiling by mass spectrometry	Sample_28_GB5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008677Sample_28_GB5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:216"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-211	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB6	proteomic profiling by mass spectrometry	Sample_28_GB6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008678Sample_28_GB6.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:217"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-212	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB7	proteomic profiling by mass spectrometry	Sample_28_GB7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008679Sample_28_GB7.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:218"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-213	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB8	proteomic profiling by mass spectrometry	Sample_28_GB8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008680Sample_28_GB8.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:219"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-214	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_28_GB9	proteomic profiling by mass spectrometry	Sample_28_GB9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008681Sample_28_GB9.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:220"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-215	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC10	proteomic profiling by mass spectrometry	Sample_29_GC10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008682Sample_29_GC10.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:221"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-216	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC11	proteomic profiling by mass spectrometry	Sample_29_GC11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008683Sample_29_GC11.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:222"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
