Source Name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[enrichment method]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[synthetic peptide]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 134	ES_XP_Ubi_97H_335.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_335.raw	1	34	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 135	ES_XP_Ubi_97H_336.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_336.raw	1	35	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 136	ES_XP_Ubi_97H_337.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_337.raw	1	36	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 137	ES_XP_Ubi_97H_338.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_338.raw	1	37	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 138	ES_XP_Ubi_97H_339.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_339.raw	1	38	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 139	ES_XP_Ubi_97H_340.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_340.raw	1	39	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 140	ES_XP_Ubi_97H_HCD_341.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_341.raw	1	40	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 141	ES_XP_Ubi_97H_HCD_342.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_342.raw	1	41	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 142	ES_XP_Ubi_97H_HCD_343.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_343.raw	1	42	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 143	ES_XP_Ubi_97H_HCD_344.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_344.raw	1	43	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 144	ES_XP_Ubi_97H_HCD_345.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_345.raw	1	44	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 145	ES_XP_Ubi_97H_HCD_346.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_346.raw	1	45	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 146	ES_XP_Ubi_97H_HCD_347.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_347.raw	1	46	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 147	ES_XP_Ubi_97H_HCD_348.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_348.raw	1	47	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 148	ES_XP_Ubi_97H_HCD_349.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_349.raw	1	48	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 149	ES_XP_Ubi_97H_HCD_350.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_350.raw	1	49	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 150	ES_XP_Ubi_97H_HCD_351.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_351.raw	1	50	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 151	ES_XP_Ubi_97H_HCD_352.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_352.raw	1	51	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 152	ES_XP_Ubi_97H_HCD_353.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_353.raw	1	52	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 153	ES_XP_Ubi_97H_HCD_354.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_354.raw	1	53	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 154	ES_XP_Ubi_97H_HCD_355.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_355.raw	1	54	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 155	ES_XP_Ubi_97H_HCD_356.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_356.raw	1	55	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 156	ES_XP_Ubi_97H_HCD_357.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_357.raw	1	56	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 157	ES_XP_Ubi_97H_HCD_358.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_358.raw	1	57	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 158	ES_XP_Ubi_97H_HCD_359.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_359.raw	1	58	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 159	ES_XP_Ubi_97H_HCD_360.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_360.raw	1	59	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
PXD002255-Sample-3	Homo sapiens	liver	39Y	adult	Chinese	MHCC97H	not available	male	hepatocellular carcinoma (HCC)	Tandem Ubiquitin Binding Entities	enrichment of ubiquitinated protein	1	not synthetic	run 160	ES_XP_Ubi_97H_HCD_361.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Ubi_97H_HCD_361.raw	1	60	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	40% NCE	20 ppm	0.5 Da	MHCC97H
