source name	characteristics[organism]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[organism part]	characteristics[sampling site]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD003539-Sample-16	Homo sapiens	HL-60	CVCL_0002	Blood	Peripheral blood	36Y	Adult	Female	Caucasian	Acute myeloid leukemia	not available	1	run 32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HL-60
PXD003539-Sample-17	Homo sapiens	MCF7	CVCL_0031	Breast	Pleural effusion	69Y	Elderly	Female	Caucasian	Invasive breast carcinoma	not available	1	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130613_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MCF7
PXD003539-Sample-17	Homo sapiens	MCF7	CVCL_0031	Breast	Pleural effusion	69Y	Elderly	Female	Caucasian	Invasive breast carcinoma	not available	1	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MCF7
PXD003539-Sample-18	Homo sapiens	SF295	CVCL_1690	Brain	Left temporal lobe	67Y	Elderly	Female	Caucasian	Glioblastoma	not available	1	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130613_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SF295
PXD003539-Sample-18	Homo sapiens	SF295	CVCL_1690	Brain	Left temporal lobe	67Y	Elderly	Female	Caucasian	Glioblastoma	not available	1	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SF295
PXD003539-Sample-19	Homo sapiens	SK-MEL-28	CVCL_0526	Skin	Skin	51Y	Adult	Male	Caucasian	Cutaneous melanoma	melanocyte of skin	1	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130613_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SK-MEL-28
PXD003539-Sample-19	Homo sapiens	SK-MEL-28	CVCL_0526	Skin	Skin	51Y	Adult	Male	Caucasian	Cutaneous melanoma	melanocyte of skin	1	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SK-MEL-28
PXD003539-Sample-20	Homo sapiens	SW620	CVCL_0547	Large Intestine	Lymph node; Colon	51Y	Adult	Male	Caucasian	Colon adenocarcinoma	not available	1	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130613_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SW620
PXD003539-Sample-20	Homo sapiens	SW620	CVCL_0547	Large Intestine	Lymph node; Colon	51Y	Adult	Male	Caucasian	Colon adenocarcinoma	not available	1	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SW620
PXD003539-Sample-21	Homo sapiens	A498	CVCL_1056	Kidney	Kidney	52Y	Adult	Female	Caucasian	Renal cell carcinoma	not available	1	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	A498
PXD003539-Sample-21	Homo sapiens	A498	CVCL_1056	Kidney	Kidney	52Y	Adult	Female	Caucasian	Renal cell carcinoma	not available	1	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	A498
PXD003539-Sample-22	Homo sapiens	NCI-H322M	CVCL_1557	Lung	Lung	52Y	Adult	Male	Caucasian	Minimally invasive lung adenocarcinoma	club cell	1	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H322M
PXD003539-Sample-22	Homo sapiens	NCI-H322M	CVCL_1557	Lung	Lung	52Y	Adult	Male	Caucasian	Minimally invasive lung adenocarcinoma	club cell	1	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H322M
PXD003539-Sample-23	Homo sapiens	NCI-ADR-RES	CVCL_1452	Ovary	not available	64Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-ADR-RES
PXD003539-Sample-23	Homo sapiens	NCI-ADR-RES	CVCL_1452	Ovary	not available	64Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-ADR-RES
PXD003539-Sample-24	Homo sapiens	SNB19	CVCL_0535	Brain	Parietal lobe	75Y	Elderly	Male	Caucasian	Brain astrocytoma	not available	1	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SNB19
PXD003539-Sample-24	Homo sapiens	SNB19	CVCL_0535	Brain	Parietal lobe	75Y	Elderly	Male	Caucasian	Brain astrocytoma	not available	1	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SNB19
PXD003539-Sample-25	Homo sapiens	UACC-62	CVCL_1780	Skin	Skin	not available	not available	not available	Caucasian	Melanoma	not available	1	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	UACC-62
PXD003539-Sample-25	Homo sapiens	UACC-62	CVCL_1780	Skin	Skin	not available	not available	not available	Caucasian	Melanoma	not available	1	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	UACC-62
PXD003539-Sample-26	Homo sapiens	ACHN	CVCL_1067	Kidney	Pleural effusion	22Y	Adult	Male	Caucasian	Kidney carcinoma; Papillary renal cell carcinoma	not available	1	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	ACHN
PXD003539-Sample-26	Homo sapiens	ACHN	CVCL_1067	Kidney	Pleural effusion	22Y	Adult	Male	Caucasian	Kidney carcinoma; Papillary renal cell carcinoma	not available	1	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	ACHN
PXD003539-Sample-27	Homo sapiens	Malme-3M	CVCL_1438	Skin	Lung	43Y	Adult	Male	Caucasian	Melanoma	not available	1	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	Malme-3M
PXD003539-Sample-27	Homo sapiens	Malme-3M	CVCL_1438	Skin	Lung	43Y	Adult	Male	Caucasian	Melanoma	not available	1	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	Malme-3M
PXD003539-Sample-28	Homo sapiens	OVCAR-4	CVCL_1627	Ovary	Ascites	42Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	OVCAR-4
PXD003539-Sample-28	Homo sapiens	OVCAR-4	CVCL_1627	Ovary	Ascites	42Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	OVCAR-4
PXD003539-Sample-29	Homo sapiens	RPMI-8226	CVCL_0014	Blood	Peripheral blood	61Y	Adult	Male	African American	Plasma cell myeloma	B cell	1	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	RPMI-8226
PXD003539-Sample-29	Homo sapiens	RPMI-8226	CVCL_0014	Blood	Peripheral blood	61Y	Adult	Male	African American	Plasma cell myeloma	B cell	1	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	RPMI-8226
PXD003539-Sample-30	Homo sapiens	T47D	CVCL_0553	Breast	Pleural effusion	54Y	Adult	Female	Caucasian	Invasive breast carcinoma	not available	1	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	T47D
PXD003539-Sample-30	Homo sapiens	T47D	CVCL_0553	Breast	Pleural effusion	54Y	Adult	Female	Caucasian	Invasive breast carcinoma	not available	1	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	T47D
PXD003539-Sample-31	Homo sapiens	A549	CVCL_0023	Lung	Lung	58Y	Adult	Male	Caucasian	Lung adenocarcinoma	not available	1	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	A549
PXD003539-Sample-31	Homo sapiens	A549	CVCL_0023	Lung	Lung	58Y	Adult	Male	Caucasian	Lung adenocarcinoma	not available	1	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	A549
PXD003539-Sample-32	Homo sapiens	BT-549	CVCL_1092	Breast	Breast	72Y	Elderly	Female	Caucasian	Invasive breast carcinoma	not available	1	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	BT-549
