source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[fraction identifier]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[sample preparation]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD030306-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 19	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_20_SPEED_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, SPEED protocol"	2	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_20_SPEED_iRT_500ng.raw	HeLa
PXD030306-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 32	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_30_SPEED_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, SPEED protocol"	3	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_30_SPEED_iRT_500ng.raw	HeLa
PXD030306-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_01_LYS-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer,no precipitation step"	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_01_LYS-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_11_LYS-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer,no precipitation step"	2	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_11_LYS-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_21_LYS-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer,no precipitation step"	3	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_21_LYS-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 14	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_07_ACP-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer, acetone precipitation"	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_07_ACP-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 11	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_17_ACP-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer, acetone precipitation"	2	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_17_ACP-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	11	cell line	run 29	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_27_ACP-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer, acetone precipitation"	3	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_27_ACP-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 10	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_04_CMP-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer, chlorophorm methanol precipitation"	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_04_CMP-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_14_CMP-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer, chlorophorm methanol precipitation"	2	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_14_CMP-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	12	cell line	run 26	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_24_CMP-UREA_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"In solution digest, Urea buffer, chlorophorm methanol precipitation"	3	20200525_QExHFX1_RSLC1_Anrather_Hartl_MFPL_24_CMP-UREA_iRT_500ng.raw	HeLa
PXD030306-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A1_iST1_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	in-StageTip (iST)_PreOmics	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A1_iST1_iRT_500ng.raw	HeLa
PXD030306-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B1_iST_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	in-StageTip (iST)_PreOmics	2	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B1_iST_iRT_500ng.raw	HeLa
PXD030306-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	13	cell line	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C1_iST_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	in-StageTip (iST)_PreOmics	3	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C1_iST_iRT_500ng.raw	HeLa
PXD030306-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 23	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A3_SPC_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	Solid-phase-enhanced sample preparation (SP3)	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A3_SPC_iRT_500ng.raw	HeLa
PXD030306-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B3_SPC_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	Solid-phase-enhanced sample preparation (SP3)	2	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B3_SPC_iRT_500ng.raw	HeLa
PXD030306-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	14	cell line	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C3_SPC_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	Solid-phase-enhanced sample preparation (SP3)	3	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C3_SPC_iRT_500ng.raw	HeLa
PXD030306-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A4_SPC_SDC_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"Solid-phase-enhanced sample preparation (SP3), SDC-buffer"	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A4_SPC_SDC_iRT_500ng.raw	HeLa
PXD030306-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B4_SPC_SDC_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"Solid-phase-enhanced sample preparation (SP3), SDC-buffer"	2	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B4_SPC_SDC_iRT_500ng.raw	HeLa
PXD030306-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	15	cell line	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C4_SPC_SDC_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	"Solid-phase-enhanced sample preparation (SP3), SDC-buffer"	3	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C4_SPC_SDC_iRT_500ng.raw	HeLa
PXD030306-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A6_STRAP_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	Suspension trapping (STrap)	1	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_A6_STRAP_iRT_500ng.raw	HeLa
PXD030306-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B6_STRAP_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	Suspension trapping (STrap)	2	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_B6_STRAP_iRT_500ng.raw	HeLa
PXD030306-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030406/20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C6_STRAP_iRT_500ng.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	Suspension trapping (STrap)	3	20200520_QExHFX1_RSLC1_Anrather_Hartl_MFPL_C6_STRAP_iRT_500ng.raw	HeLa
