source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[phenotype]	characteristics[phenotype]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[enrichment method]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[phenotype]
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 141	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 142	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 143	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 144	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 134	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 135	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-12	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 136	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_28_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_28_12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 145	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 149	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 150	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 151	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 152	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 153	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 154	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 155	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 156	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 146	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 147	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-13	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 148	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_2_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_2_12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 157	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 161	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 162	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 163	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 164	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 165	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 166	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 167	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 168	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 158	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 159	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
