source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[phenotype]	characteristics[phenotype]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[enrichment method]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[phenotype]
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 26	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 27	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-3	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	3	organism part	run 28	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_16-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-4	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	4	organism part	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_19_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
