source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	comment[technical replicate]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[collision energy]	comment[data file]	factor value[disease]
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run500	NT=label free sample;AC=MS:1002038	Ambs_13528_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_04.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run501	NT=label free sample;AC=MS:1002038	Ambs_13528_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_05.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run502	NT=label free sample;AC=MS:1002038	Ambs_13528_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_06.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run503	NT=label free sample;AC=MS:1002038	Ambs_13528_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_07.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run504	NT=label free sample;AC=MS:1002038	Ambs_13528_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_08.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run505	NT=label free sample;AC=MS:1002038	Ambs_13528_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_09.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run506	NT=label free sample;AC=MS:1002038	Ambs_13528_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_10.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run507	NT=label free sample;AC=MS:1002038	Ambs_13528_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_11.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run508	NT=label free sample;AC=MS:1002038	Ambs_13528_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_12.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run509	NT=label free sample;AC=MS:1002038	Ambs_13528_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_13.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run510	NT=label free sample;AC=MS:1002038	Ambs_13528_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_14.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run511	NT=label free sample;AC=MS:1002038	Ambs_13528_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_15.RAW	breast cancer
PXD005692-Sample 32	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run512	NT=label free sample;AC=MS:1002038	Ambs_13528_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13528_16.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run513	NT=label free sample;AC=MS:1002038	Ambs_13707_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_01.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run514	NT=label free sample;AC=MS:1002038	Ambs_13707_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_02.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run515	NT=label free sample;AC=MS:1002038	Ambs_13707_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_03.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run516	NT=label free sample;AC=MS:1002038	Ambs_13707_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_04.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run517	NT=label free sample;AC=MS:1002038	Ambs_13707_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_05.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run518	NT=label free sample;AC=MS:1002038	Ambs_13707_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_06.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run519	NT=label free sample;AC=MS:1002038	Ambs_13707_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_07.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run520	NT=label free sample;AC=MS:1002038	Ambs_13707_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_08.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run521	NT=label free sample;AC=MS:1002038	Ambs_13707_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_09.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run522	NT=label free sample;AC=MS:1002038	Ambs_13707_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_10.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run523	NT=label free sample;AC=MS:1002038	Ambs_13707_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_11.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run524	NT=label free sample;AC=MS:1002038	Ambs_13707_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_12.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run525	NT=label free sample;AC=MS:1002038	Ambs_13707_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_13.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run526	NT=label free sample;AC=MS:1002038	Ambs_13707_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_14.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run527	NT=label free sample;AC=MS:1002038	Ambs_13707_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_15.RAW	breast cancer
PXD005692-Sample 33	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run528	NT=label free sample;AC=MS:1002038	Ambs_13707_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13707_16.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run529	NT=label free sample;AC=MS:1002038	Ambs_13708_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_01.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run530	NT=label free sample;AC=MS:1002038	Ambs_13708_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_02.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run531	NT=label free sample;AC=MS:1002038	Ambs_13708_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_03.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run532	NT=label free sample;AC=MS:1002038	Ambs_13708_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_04.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run533	NT=label free sample;AC=MS:1002038	Ambs_13708_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_05.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run534	NT=label free sample;AC=MS:1002038	Ambs_13708_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_06.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run535	NT=label free sample;AC=MS:1002038	Ambs_13708_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_07.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run536	NT=label free sample;AC=MS:1002038	Ambs_13708_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_08.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run537	NT=label free sample;AC=MS:1002038	Ambs_13708_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_09.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run538	NT=label free sample;AC=MS:1002038	Ambs_13708_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_10.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run539	NT=label free sample;AC=MS:1002038	Ambs_13708_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_11.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run540	NT=label free sample;AC=MS:1002038	Ambs_13708_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_12.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run541	NT=label free sample;AC=MS:1002038	Ambs_13708_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_13.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run542	NT=label free sample;AC=MS:1002038	Ambs_13708_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_14.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run543	NT=label free sample;AC=MS:1002038	Ambs_13708_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_15.RAW	breast cancer
PXD005692-Sample 34	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run544	NT=label free sample;AC=MS:1002038	Ambs_13708_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_13708_16.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run545	NT=label free sample;AC=MS:1002038	Ambs_14458_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_01.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run546	NT=label free sample;AC=MS:1002038	Ambs_14458_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_02.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run547	NT=label free sample;AC=MS:1002038	Ambs_14458_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_03.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run548	NT=label free sample;AC=MS:1002038	Ambs_14458_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_04.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run549	NT=label free sample;AC=MS:1002038	Ambs_14458_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_05.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run550	NT=label free sample;AC=MS:1002038	Ambs_14458_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_06.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run551	NT=label free sample;AC=MS:1002038	Ambs_14458_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_07.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run552	NT=label free sample;AC=MS:1002038	Ambs_14458_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_08.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run553	NT=label free sample;AC=MS:1002038	Ambs_14458_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_09.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run554	NT=label free sample;AC=MS:1002038	Ambs_14458_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_10.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run555	NT=label free sample;AC=MS:1002038	Ambs_14458_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_11.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run556	NT=label free sample;AC=MS:1002038	Ambs_14458_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_12.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run557	NT=label free sample;AC=MS:1002038	Ambs_14458_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_13.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run558	NT=label free sample;AC=MS:1002038	Ambs_14458_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_14.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run559	NT=label free sample;AC=MS:1002038	Ambs_14458_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_15.RAW	breast cancer
PXD005692-Sample 35	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run560	NT=label free sample;AC=MS:1002038	Ambs_14458_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14458_16.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run561	NT=label free sample;AC=MS:1002038	Ambs_14470_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_01.RAW	breast cancer
