source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	comment[technical replicate]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[collision energy]	comment[data file]	factor value[cell line]
PXD017449-Sample 81	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_128N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 82	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_128C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 83	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_129N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 84	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_129C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 85	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_130N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 86	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_130C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 87	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_131N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 88	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run78	tmt10plex_131C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-7.raw	7	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-7.raw	PANC-1
PXD017449-Sample 78	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_126	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 79	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_127N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 80	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_127C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 81	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_128N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 82	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_128C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 83	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_129N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 84	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_129C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 85	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_130N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 86	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_130C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 87	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_131N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 88	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run79	tmt10plex_131C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-8.raw	8	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-8.raw	PANC-1
PXD017449-Sample 78	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_126	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 79	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_127N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 80	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_127C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 81	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_128N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 82	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_128C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 83	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_129N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 84	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_129C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 85	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_130N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 86	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_130C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 87	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_131N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 88	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run80	tmt10plex_131C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-9.raw	9	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-9.raw	PANC-1
PXD017449-Sample 78	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_126	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
PXD017449-Sample 79	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_127N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
PXD017449-Sample 80	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_127C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
PXD017449-Sample 81	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_128N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
PXD017449-Sample 82	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_128C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
PXD017449-Sample 83	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_129N	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
PXD017449-Sample 84	homo sapiens	not available	cancer	not available	not available	not available	not available	PANC-1	not available	not available	1	1	run81	tmt10plex_129C	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD017449/Set 8-10.raw	10	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	"NT=TMT;PP=Any N-term;TA=N-term;MT=Variable;AC=UNIMOD:739	"	"NT=TMT;TA=K;MT=Variable;AC=UNIMOD:739	"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	0.05 Da	10 ppm	40% NCE	Set 8-10.raw	PANC-1
