Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[ancestry category]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[cell type]	Characteristics[treatment]	Characteristics[cell line]	Characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]	factor value[treatment]	sampleChecksum	sampleAccession
PXD007662-Sample 32	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	ME	2	run 32	20161223_Qp2_05_ME_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_05_ME_T2.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	ME	none	c3c12ce4742790b6cab649615d21420e35fa0ee118bd6e3b97b93baae6614653	SAMEA7714409
PXD007662-Sample 33	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	ME	3	run 33	20161223_Qp2_50_ME_T3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_50_ME_T3.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	ME	none	a9fdccf889516bac4665e80f369ae0feea3a8612bd94b7a6554548b75b4c28b0	SAMEA7714410
PXD007662-Sample 34	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	ME	4	run 34	20161223_Qp2_30_ME_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_30_ME_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	ME	heat shock	10484599ea8130de328782dc8a344d9999634622fd8a7dfb04754b94417ea2a2	SAMEA7714411
PXD007662-Sample 35	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	ME	5	run 35	20161223_Qp2_32_ME_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_32_ME_2.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	ME	heat shock	c6e86962a11975890455b4906d63dda128ae91910573b821058fd1c4f712203f	SAMEA7714412
PXD007662-Sample 36	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	ME	6	run 36	20161223_Qp2_12_ME_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_12_ME_3.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	ME	heat shock	ceb4d6112609d816ac0d18527784f0a8cc00d780e811469b9800bff4d993dc91	SAMEA7714413
PXD007662-Sample 37	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	P	1	run 37	20161223_Qp2_19_P_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_19_P_T1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	P	none	cbdd445abd968066941f0d850b4622b054c18e6a94a1d2454d46af2c6cf29dcb	SAMEA7714414
PXD007662-Sample 38	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	P	2	run 38	20161223_Qp2_54_P_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_54_P_T2.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	P	none	ae843c6159f69d6ee7207966694f7b32cb18c5a960d66c1d9ecb9d1c161f4acc	SAMEA7714415
PXD007662-Sample 39	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	P	3	run 39	20161223_Qp2_52_P_T3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_52_P_T3.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	P	none	4dffdf4a32d64b5ef7d3d3b71a5410529093ce9eb32294dbb86358349ac8b2fc	SAMEA7714416
PXD007662-Sample 40	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	P	4	run 40	20170217_Qp2_62_P_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20170217_Qp2_62_P_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	P	heat shock	7b0fd37bb0f5814875c3ed9af5955eb6e057b1530454e869c9f57b033863a117	SAMEA7714417
PXD007662-Sample 41	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	P	5	run 41	20161223_Qp2_43_P_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_43_P_2.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	P	heat shock	532e383f77a5bd33139335b32646f77cd1da73c1bd02a118b40810521a5f0923	SAMEA7714418
PXD007662-Sample 42	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	P	6	run 42	20161223_Qp2_38_P_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_38_P_3.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	P	heat shock	e818d87046547885bf4baf164008e694098d1be06a4639b23314daa719632fcc	SAMEA7714419
PXD007662-Sample 43	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	SI	1	run 43	20161223_Qp2_02_SI_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_02_SI_T1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	SI	none	67ba8d8d58a46927c5ec38330034704118a11f27243308df0202db61ed46a408	SAMEA7714420
PXD007662-Sample 44	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	SI	2	run 44	20161223_Qp2_63_SI_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_63_SI_T2.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	SI	none	104916c12ffacded05815f305099bbbd353033181a2fd53921ee27ca48108dfb	SAMEA7714421
PXD007662-Sample 45	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	none	SI	3	run 45	20161223_Qp2_10_SI_T3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_10_SI_T3.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	SI	none	b08213cf7ad8603c60d2c1df088a691bc45f717512d4b90f037850b74e1fa3b0	SAMEA7714422
PXD007662-Sample 46	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	SI	4	run 46	20161223_Qp2_14_SI_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_14_SI_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	SI	heat shock	4275f8c50cc45cae28a5e1ac26146a13665c478880febb8b542b5b7c6b4c4c17	SAMEA7714423
PXD007662-Sample 47	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	SI	5	run 47	20161223_Qp2_55_SI_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_55_SI_2.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	SI	heat shock	4ceed0213df740831ef722882eb2aa939b20dfd1e869fd216b47a42330c922e1	SAMEA7714424
PXD007662-Sample 48	Homo sapiens	not applicable	not available	not available	Melanoma	not available	not available	not available	heat shock	SI	6	run 48	20161223_Qp2_20_SI_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD007662/20161223_Qp2_20_SI_3.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	10 ppm	0.02 Da	cell	SI	heat shock	81cc47f7621138a8555af1341c50de404947ab71b4359d0bbdeccd09e0032472	SAMEA7714425
