source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell line]	characteristics[treatment]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[cell cycle stage]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell cycle stage]
PXD024043-Sample-112	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	11	not available	cell	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_23_S3-C2_1_4113.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_23_S3-C2_1_4113.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-113	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	12	not available	cell	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_24_S3-C3_1_4114.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_24_S3-C3_1_4114.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-114	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	13	not available	cell	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_25_S3-C4_1_4115.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_25_S3-C4_1_4115.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-115	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	14	not available	cell	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_26_S3-C5_1_4116.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_26_S3-C5_1_4116.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-116	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	15	not available	cell	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_27_S3-C6_1_4117.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_27_S3-C6_1_4117.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-117	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	16	not available	cell	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_28_S3-C7_1_4118.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_28_S3-C7_1_4118.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-118	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	17	not available	cell	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_29_S3-C8_1_4119.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_29_S3-C8_1_4119.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-119	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	18	not available	cell	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_30_S3-C9_1_4120.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_30_S3-C9_1_4120.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-120	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	19	not available	cell	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_32_S3-C11_1_4122.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_32_S3-C11_1_4122.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-121	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	20	not available	cell	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_34_S3-D2_1_4125.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_34_S3-D2_1_4125.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-122	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	21	not available	cell	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_35_S3-D3_1_4126.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_35_S3-D3_1_4126.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-123	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	22	not available	cell	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_36_S3-D4_1_4127.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_36_S3-D4_1_4127.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-124	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	23	not available	cell	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_37_S3-D5_1_4128.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_37_S3-D5_1_4128.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-125	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	24	not available	cell	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_38_S3-D6_1_4129.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_38_S3-D6_1_4129.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-126	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	25	not available	cell	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_40_S3-D8_1_4131.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_40_S3-D8_1_4131.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-127	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	26	not available	cell	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_41_S3-D9_1_4132.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_41_S3-D9_1_4132.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-128	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	27	not available	cell	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_42_S3-D10_1_4133.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_42_S3-D10_1_4133.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-129	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	28	not available	cell	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_43_S3-D11_1_4134.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_43_S3-D11_1_4134.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-130	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	29	not available	cell	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_45_S3-E2_1_4137.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_45_S3-E2_1_4137.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-131	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	30	not available	cell	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_46_S3-E3_1_4138.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_46_S3-E3_1_4138.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-132	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	31	not available	cell	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_47_S3-E4_1_4139.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_47_S3-E4_1_4139.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-133	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	32	not available	cell	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_48_S3-E5_1_4140.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_48_S3-E5_1_4140.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-134	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	33	not available	cell	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_49_S3-E6_1_4141.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_49_S3-E6_1_4141.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-135	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	34	not available	cell	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_50_S3-E7_1_4142.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_50_S3-E7_1_4142.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-136	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	35	not available	cell	run 121	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_51_S3-E8_1_4143.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_51_S3-E8_1_4143.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-137	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	36	not available	cell	run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_52_S3-E9_1_4144.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_52_S3-E9_1_4144.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-138	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	37	not available	cell	run 123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_53_S3-E10_1_4145.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_53_S3-E10_1_4145.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-139	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	38	not available	cell	run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_54_S3-E11_1_4146.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_54_S3-E11_1_4146.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-140	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	39	not available	cell	run 125	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_56_S3-F2_1_4149.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_56_S3-F2_1_4149.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-141	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	40	not available	cell	run 126	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_57_S3-F3_1_4150.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_57_S3-F3_1_4150.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-142	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	41	not available	cell	run 127	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_58_S3-F4_1_4151.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_58_S3-F4_1_4151.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-143	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	42	not available	cell	run 128	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_59_S3-F5_1_4152.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_59_S3-F5_1_4152.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-144	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	43	not available	cell	run 129	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_60_S3-F6_1_4153.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_60_S3-F6_1_4153.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-145	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	44	not available	cell	run 130	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_61_S3-F7_1_4154.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_61_S3-F7_1_4154.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
PXD024043-Sample-146	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	45	not available	cell	run 131	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_63_S3-F9_1_4156.d	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_63_S3-F9_1_4156.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage01
