source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell type]	characteristics[biological replicate]	material type	assay name	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]		factor value[organism part]
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 38	38	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22162.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22162.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 39	39	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22164.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22164.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 40	40	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22166.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22166.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 41	41	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22168.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22168.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 42	42	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22170.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22170.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 43	43	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22172.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22172.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 44	44	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22174.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22174.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 45	45	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22176.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22176.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 46	46	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22178.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22178.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 47	47	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22180.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22180.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 48	48	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22182.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22182.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 49	49	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22200.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22200.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 50	50	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22202.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22202.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 51	51	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22204.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22204.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 52	52	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22206.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22206.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 53	53	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22208.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22208.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 54	54	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22210.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22210.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 55	55	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22212.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22212.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 56	56	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22214.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22214.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 57	57	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22216.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22216.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 58	58	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22218.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22218.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 59	59	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22220.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22220.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 60	60	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22222.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22222.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 61	61	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22226.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22226.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 62	62	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22228.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22228.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 63	63	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22230.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22230.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 64	64	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22232.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22232.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 65	65	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22234.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22234.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 66	66	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22236.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22236.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 67	67	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22238.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22238.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 68	68	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22240.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22240.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 69	69	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22242.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22242.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 70	70	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22244.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22244.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 71	71	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22246.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22246.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 72	72	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22248.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22248.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 73	73	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22257.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22257.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 74	74	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22259.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22259.raw		colon
PXD014565-Sample-1	Homo sapiens	colon	European	46Y	not available	Female	DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 75	75	1	https://ftp.ebi.ac.uk/pride-archive/2019/12/PXD014565/QEXI22261.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=HCD;AC=MS:1000422	27 NCE	20 ppm	5 ppm	QEXI22261.raw		colon
