source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[xenograft]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[disease]
PDC000124-Sample-16	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run42	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hPbPV7qWHeJRAlvutx7sXIMBwx-g433C0OeK7X3asatrOnm8-aqrwW~5IKHYpwwIWOPVhqpNwkxlvzgBHbUQ~u2NpA7B1C7cxXaFVzr1eU7Bke8oYO-Rw9hUbgRYFetyx0j-wTii1xIS6IF1XvMpTwaCn6vl1Qhu5BIXNJf0WZgV85HYr9P6Ks8pXGq2tME8X8cHuBIqTxFOWnelWAQimhID-tU~PfVe6j0RY6apXQL1hbnXAEN9gkqJKGZ-wHY6wfsNrR7-ePL7Bn6x1gCyGvP0ShTRwJsO~tPG3eNScm7mk1GTifwbBcAmQqDC58dzLqUUJdNV4gKvWOTSlOZINg__	1	18	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-17	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run42	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hPbPV7qWHeJRAlvutx7sXIMBwx-g433C0OeK7X3asatrOnm8-aqrwW~5IKHYpwwIWOPVhqpNwkxlvzgBHbUQ~u2NpA7B1C7cxXaFVzr1eU7Bke8oYO-Rw9hUbgRYFetyx0j-wTii1xIS6IF1XvMpTwaCn6vl1Qhu5BIXNJf0WZgV85HYr9P6Ks8pXGq2tME8X8cHuBIqTxFOWnelWAQimhID-tU~PfVe6j0RY6apXQL1hbnXAEN9gkqJKGZ-wHY6wfsNrR7-ePL7Bn6x1gCyGvP0ShTRwJsO~tPG3eNScm7mk1GTifwbBcAmQqDC58dzLqUUJdNV4gKvWOTSlOZINg__	1	18	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-18	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run42	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hPbPV7qWHeJRAlvutx7sXIMBwx-g433C0OeK7X3asatrOnm8-aqrwW~5IKHYpwwIWOPVhqpNwkxlvzgBHbUQ~u2NpA7B1C7cxXaFVzr1eU7Bke8oYO-Rw9hUbgRYFetyx0j-wTii1xIS6IF1XvMpTwaCn6vl1Qhu5BIXNJf0WZgV85HYr9P6Ks8pXGq2tME8X8cHuBIqTxFOWnelWAQimhID-tU~PfVe6j0RY6apXQL1hbnXAEN9gkqJKGZ-wHY6wfsNrR7-ePL7Bn6x1gCyGvP0ShTRwJsO~tPG3eNScm7mk1GTifwbBcAmQqDC58dzLqUUJdNV4gKvWOTSlOZINg__	1	18	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-19	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run42	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hPbPV7qWHeJRAlvutx7sXIMBwx-g433C0OeK7X3asatrOnm8-aqrwW~5IKHYpwwIWOPVhqpNwkxlvzgBHbUQ~u2NpA7B1C7cxXaFVzr1eU7Bke8oYO-Rw9hUbgRYFetyx0j-wTii1xIS6IF1XvMpTwaCn6vl1Qhu5BIXNJf0WZgV85HYr9P6Ks8pXGq2tME8X8cHuBIqTxFOWnelWAQimhID-tU~PfVe6j0RY6apXQL1hbnXAEN9gkqJKGZ-wHY6wfsNrR7-ePL7Bn6x1gCyGvP0ShTRwJsO~tPG3eNScm7mk1GTifwbBcAmQqDC58dzLqUUJdNV4gKvWOTSlOZINg__	1	18	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-20	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run42	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f18.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hPbPV7qWHeJRAlvutx7sXIMBwx-g433C0OeK7X3asatrOnm8-aqrwW~5IKHYpwwIWOPVhqpNwkxlvzgBHbUQ~u2NpA7B1C7cxXaFVzr1eU7Bke8oYO-Rw9hUbgRYFetyx0j-wTii1xIS6IF1XvMpTwaCn6vl1Qhu5BIXNJf0WZgV85HYr9P6Ks8pXGq2tME8X8cHuBIqTxFOWnelWAQimhID-tU~PfVe6j0RY6apXQL1hbnXAEN9gkqJKGZ-wHY6wfsNrR7-ePL7Bn6x1gCyGvP0ShTRwJsO~tPG3eNScm7mk1GTifwbBcAmQqDC58dzLqUUJdNV4gKvWOTSlOZINg__	1	18	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-11	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-12	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-13	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-14	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-15	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-16	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-17	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-18	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-19	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-20	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run43	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f19.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XLxfHZLeUWZTjp4AmW3EQg6IrSVpm7OblsoVygnXETk6q31E5PHigZtHMNl0Am0OZVxan8V8Y9SddD4q0swVAE3mJwEvqzyfUB1Xto0v9JIuQNdckPj3U2CJkDALRgTVyxdix-I6ZigiDSvavlP2y8ykUivRiySNr0Vetfyrl67KrqldA7voO~x-QyMdpVaXx1caUNk~7XyWs9LA03s4Cjb7MmEpOD-33M1693hMhQEf165B~Kph76ZHzDlVY767Q7qQwsMuehD0rJ0qvrqKbVHJ9RVnrgJpKq97bdZX8v9oqGgNgfxBeYFndTB1HJslsIHAkkgkdqslaHXPq2rEMQ__	1	19	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
