source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[label]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[disease]
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 27	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr12.raw	1	27	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr12.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 28	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr14.raw	1	28	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr14.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 29	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr15.raw	1	29	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr15.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 30	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr16.raw	1	30	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr16.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 31	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr17.raw	1	31	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr17.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 32	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr19.raw	1	32	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr19.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 33	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr20.raw	1	33	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr20.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 34	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr5.raw	1	34	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr5.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr6.raw	1	35	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr6.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 36	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr7.raw	1	36	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr7.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 37	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr9.raw	1	37	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr9.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 38	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr1.raw	1	38	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr1.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 39	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr10.raw	1	39	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr10.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 41	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr3.raw	1	40	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr3.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 42	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr4.raw	1	41	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr4.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 43	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr5.raw	1	42	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr5.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 44	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr6.raw	1	43	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr6.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 45	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr7.raw	1	44	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr7.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr8.raw	1	45	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr8.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 47	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr9.raw	1	46	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130222_GM_NKI_Phospho_Rep3_Mix2_Fr9.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 48	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr11.raw	1	47	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr11.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 49	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr12.raw	1	48	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr12.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 50	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr13.raw	1	49	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr13.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 51	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr14.raw	1	50	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr14.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 52	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr15.raw	1	51	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr15.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 53	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr16.raw	1	52	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr16.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 54	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr17.raw	1	53	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR8_130223_GM_NKI_Phospho_Rep3_Mix2_Fr17.raw	Metastatic melanoma
