source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 34	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 35	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 36	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 37	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f5_20190605125950.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f5_20190605125950.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 38	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 39	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-5	Homo sapiens	not applicable	not available	not available	HaCat	not applicable	not applicable	not applicable	not applicable	1	organism part	run 40	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HaCat_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HaCat_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HaCat
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 41	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 42	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 43	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 44	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 45	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 46	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 47	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-6	Homo sapiens	not applicable	not available	not available	Hela	not applicable	not applicable	not applicable	not applicable	1	organism part	run 48	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HeLa_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HeLa_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Hela
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 49	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 50	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 51	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 52	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 53	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 54	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 55	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-7	Homo sapiens	not applicable	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	organism part	run 56	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_HepG2_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_HepG2_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	HepG2
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 57	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 58	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 59	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 60	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 61	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 62	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 63	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-8	Homo sapiens	not applicable	not available	not available	MCF-7	not applicable	not applicable	not applicable	not applicable	1	organism part	run 64	proteomic profiling by mass spectrometry	20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190601_QX6_JoMu_SA_uPac200cm_MCF-7_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	MCF-7
PXD019483-Sample-9	Homo sapiens	not applicable	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 65	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f1_20190611141750.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f1_20190611141750.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-9	Homo sapiens	not applicable	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 66	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f2_20190611173004.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f2_20190611173004.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-9	Homo sapiens	not applicable	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 67	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f3_20190616094817.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f3_20190616094817.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
