source name	characteristics[organism]	characteristics[cell line]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	factor value[cell line]
MSV000080374-Sample-8	Homo sapiens	VACO5	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run100	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	VACO5
MSV000080374-Sample-8	Homo sapiens	VACO5	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run101	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	VACO5
MSV000080374-Sample-8	Homo sapiens	VACO5	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run102	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	VACO5
MSV000080374-Sample-8	Homo sapiens	VACO5	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run103	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	VACO5
MSV000080374-Sample-8	Homo sapiens	VACO5	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run104	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	VACO5
MSV000080374-Sample-8	Homo sapiens	VACO5	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run105	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	VACO5
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run106	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run107	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr02.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr02.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run108	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr03.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr03.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run109	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr04.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr04.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run110	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr05.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr05.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run111	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr06.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr06.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run112	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr07.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr07.raw	1	7	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run113	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run114	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run115	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run116	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run117	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run118	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run119	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-9	Homo sapiens	C125PM	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run120	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C125PM_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C125PM
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run121	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run122	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr02.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr02.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run123	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr03.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr03.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run124	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr04.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr04.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run125	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr05.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr05.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run126	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr06.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr06.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run127	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr07.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr07.raw	1	7	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run128	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run129	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run130	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run131	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run132	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run133	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run134	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-10	Homo sapiens	C135	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run135	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C135_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C135
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run136	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run137	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr02.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr02.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run138	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr03.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr03.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run139	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr04.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr04.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run140	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr05.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr05.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run141	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr06.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr06.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run142	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr07.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr07.raw	1	7	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run143	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run144	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run145	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run146	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run147	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run148	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run149	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-11	Homo sapiens	C70	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run150	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_C70_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	C70
MSV000080374-Sample-12	Homo sapiens	CACO2	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run151	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_CACO2_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_CACO2_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	CACO2
