source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	factor value[cell line]
PMID22068331-Sample-27	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	27	not available	cell line	run 30	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecE_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecE_pH08.raw	HeLa
PMID22068331-Sample-27	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	27	not available	cell line	run 31	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecE_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecE_pH11.raw	HeLa
PMID22068331-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	28	not available	cell line	run 32	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH03.raw	HeLa
PMID22068331-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	28	not available	cell line	run 33	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH04.raw	HeLa
PMID22068331-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	28	not available	cell line	run 34	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH05.raw	HeLa
PMID22068331-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	28	not available	cell line	run 35	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH06.raw	HeLa
PMID22068331-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	28	not available	cell line	run 36	https://www.ebi.ac.uk/pride/archive/20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091217_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecF_pH08.raw	HeLa
PMID22068331-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 37	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH03.raw	HeLa
PMID22068331-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 38	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH04.raw	HeLa
PMID22068331-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 39	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH05.raw	HeLa
PMID22068331-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 40	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH06.raw	HeLa
PMID22068331-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 41	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH08.raw	HeLa
PMID22068331-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	29	not available	cell line	run 42	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecC_pH11.raw	HeLa
PMID22068331-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 43	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH03.raw	HeLa
PMID22068331-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 44	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH04.raw	HeLa
PMID22068331-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 45	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH05.raw	HeLa
PMID22068331-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 46	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH06.raw	HeLa
PMID22068331-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 47	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH08.raw	HeLa
PMID22068331-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	30	not available	cell line	run 48	https://www.ebi.ac.uk/pride/archive/20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	"NT=Asp-N_ambic;AC=MS:1001305
 "	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091225_Velos1_NaNa_SA_10k_run2_Hela_GluC_SecD_pH11.raw	HeLa
