source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	factor value[cell line]
PMID22068331-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	15	adult	not available	cell line	run 30	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecA_pH11_091128150941.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecA_pH11_091128150941.raw	HeLa
PMID22068331-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	15	adult	not available	cell line	run 31	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecA_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	7	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecA_pH11.raw	HeLa
PMID22068331-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	16	adult	not available	cell line	run 32	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH03.raw	HeLa
PMID22068331-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	16	adult	not available	cell line	run 33	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH04.raw	HeLa
PMID22068331-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	16	adult	not available	cell line	run 34	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH05.raw	HeLa
PMID22068331-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	16	adult	not available	cell line	run 35	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH06.raw	HeLa
PMID22068331-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	16	adult	not available	cell line	run 36	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH08.raw	HeLa
PMID22068331-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	16	adult	not available	cell line	run 37	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH11_091130221633.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecB_pH11_091130221633.raw	HeLa
PMID22068331-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	17	adult	not available	cell line	run 38	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH03.raw	HeLa
PMID22068331-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	17	adult	not available	cell line	run 39	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH04.raw	HeLa
PMID22068331-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	17	adult	not available	cell line	run 40	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH05.raw	HeLa
PMID22068331-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	17	adult	not available	cell line	run 41	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH06.raw	HeLa
PMID22068331-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	17	adult	not available	cell line	run 42	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH08.raw	HeLa
PMID22068331-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	17	adult	not available	cell line	run 43	https://www.ebi.ac.uk/pride/archive/20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091127_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecC_pH11.raw	HeLa
PMID22068331-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	18	adult	not available	cell line	run 44	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH03.raw	HeLa
PMID22068331-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	18	adult	not available	cell line	run 45	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH04.raw	HeLa
PMID22068331-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	18	adult	not available	cell line	run 46	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH05.raw	HeLa
PMID22068331-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	18	adult	not available	cell line	run 47	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH06.raw	HeLa
PMID22068331-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	18	adult	not available	cell line	run 48	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH08.raw	HeLa
PMID22068331-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	18	adult	not available	cell line	run 49	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecD_pH11.raw	HeLa
PMID22068331-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	19	adult	not available	cell line	run 50	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH03.raw	HeLa
PMID22068331-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	19	adult	not available	cell line	run 51	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH04.raw	HeLa
PMID22068331-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	19	adult	not available	cell line	run 52	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH05.raw	HeLa
PMID22068331-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	19	adult	not available	cell line	run 53	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH06.raw	HeLa
PMID22068331-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	19	adult	not available	cell line	run 54	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH08.raw	HeLa
PMID22068331-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	19	adult	not available	cell line	run 55	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecE_pH11.raw	HeLa
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 56	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH03.raw	HeLa
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 57	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH04.raw	HeLa
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 58	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH05.raw	HeLa
