source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 38	AC=MS:1002038;NT=label free sample	HUH7_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 39	AC=MS:1002038;NT=label free sample	HUH7_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 40	AC=MS:1002038;NT=label free sample	HUH7_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 41	AC=MS:1002038;NT=label free sample	HUH7_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 42	AC=MS:1002038;NT=label free sample	HUH7_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 43	AC=MS:1002038;NT=label free sample	HUH7_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 44	AC=MS:1002038;NT=label free sample	HUH7_R2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R2_F2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 45	AC=MS:1002038;NT=label free sample	HUH7_R2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R2_F3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 46	AC=MS:1002038;NT=label free sample	HUH7_R2_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R2_F4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 47	AC=MS:1002038;NT=label free sample	HUH7_R2_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R2_F5.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 48	AC=MS:1002038;NT=label free sample	HUH7_R2_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R2_F6.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 49	AC=MS:1002038;NT=label free sample	HUH7_R3_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R3_F1.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 50	AC=MS:1002038;NT=label free sample	HUH7_R3_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R3_F2.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 51	AC=MS:1002038;NT=label free sample	HUH7_R3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R3_F3.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 52	AC=MS:1002038;NT=label free sample	HUH7_R3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R3_F4.raw	3	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 53	AC=MS:1002038;NT=label free sample	HUH7_R3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R3_F5.raw	3	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-3	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HUH7	not available	1	cell	run 54	AC=MS:1002038;NT=label free sample	HUH7_R3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HUH7_R3_F6.raw	3	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HUH7
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 55	AC=MS:1002038;NT=label free sample	Hep3B_R1_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R1_F1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 56	AC=MS:1002038;NT=label free sample	Hep3B_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 57	AC=MS:1002038;NT=label free sample	Hep3B_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 58	AC=MS:1002038;NT=label free sample	Hep3B_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 59	AC=MS:1002038;NT=label free sample	Hep3B_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 60	AC=MS:1002038;NT=label free sample	Hep3B_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 61	AC=MS:1002038;NT=label free sample	Hep3B_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 62	AC=MS:1002038;NT=label free sample	Hep3B_R2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R2_F2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 63	AC=MS:1002038;NT=label free sample	Hep3B_R2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R2_F3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 64	AC=MS:1002038;NT=label free sample	Hep3B_R2_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R2_F4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 65	AC=MS:1002038;NT=label free sample	Hep3B_R2_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R2_F5.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 66	AC=MS:1002038;NT=label free sample	Hep3B_R2_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R2_F6.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 67	AC=MS:1002038;NT=label free sample	Hep3B_R3_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R3_F1.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 68	AC=MS:1002038;NT=label free sample	Hep3B_R3_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R3_F2.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 69	AC=MS:1002038;NT=label free sample	Hep3B_R3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R3_F3.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 70	AC=MS:1002038;NT=label free sample	Hep3B_R3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R3_F4.raw	3	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 71	AC=MS:1002038;NT=label free sample	Hep3B_R3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R3_F5.raw	3	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-4	Homo sapiens	Liver	hepatocellular carcinoma	Black	8Y	not available	Male	Hep3B	epithelial	1	cell	run 72	AC=MS:1002038;NT=label free sample	Hep3B_R3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/Hep3B_R3_F6.raw	3	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	Hep3B
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 73	AC=MS:1002038;NT=label free sample	HepG2215_R1_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R1_F1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 74	AC=MS:1002038;NT=label free sample	HepG2215_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 75	AC=MS:1002038;NT=label free sample	HepG2215_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
